Número de extracción;Fecha;Hora;Presión agua intercambiador (psi);Nivel de kathene acondicionador (in);Presión atomización en acondicionador (psi);Presión atomización en regenerador (psi);Caida de presión en filtros cambridge (in H2O);Caida de presión en acodicionador (in H2O);Caida de presión en regenerador (in H2O);Temperatura aire A (°C);Temperatura aire B (°C);Temperatura aire C (°C)
001;2018-01-02;5:00;7;11,8;4,5;0,4;0,25;2,10;1,00;40,7;40,9;51,1
001;2018-01-02;8:00;4;11,8;5,0;0,4;0,25;2,20;1,10;39,5;39,6;44,8
001;2018-01-02;12:00;3;11,6;5,0;0,4;0,25;2,10;1,10;41,0;40,8;51,3
001;2018-01-02;15:00;2;13,1;5,0;0,4;0,25;2,20;1,10;40,2;40,3;51,8
001;2018-01-02;20:00;2;12,3;4,8;0,4;0,25;2,10;1,00;39,9;40,8;51,2
002;2018-01-03;5:00;2;11,9;4,5;0,4;0,26;2,10;0,90;40,1;40,5;51,5
002;2018-01-03;7:00;2;12,1;4,5;0,4;0,25;2,10;1,00;40,2;40,8;51,5
002;2018-01-03;10:00;0;13,4;4,8;0,4;0,26;2,10;1,00;40,5;41,3;51,6
002;2018-01-03;15:00;2;12,2;4,8;0,4;0,26;2,10;1,00;40,1;41,3;51,6
002;2018-01-03;20:00;2;13,4;4,8;0,4;0,26;2,10;1,00;40,5;40,8;51,6
003;2018-01-04;5:00;4;13,0;4,8;0,4;0,25;2,10;1,00;39,8;40,0;50,8
003;2018-01-04;7:00;2;12,5;4,5;0,4;0,25;2,10;1,00;40,6;40,6;51,6
003;2018-01-04;10:00;4;12,4;4,6;0,4;0,26;2,10;1,00;40,9;41,3;51,6
003;2018-01-04;15:00;3;12,6;4,5;0,4;0,26;2,10;1,40;38,9;39,7;50,4
003;2018-01-04;20:00;2;13,8;4,5;0,3;0,26;2,10;1,30;38,7;39,3;49,6
003;2018-01-05;23:00;4;12,0;4,6;0,3;0,25;2,10;2,10;39,0;39,2;49,7
004;2018-01-05;13:00;4;14,3;4,5;0,4;0,25;2,00;1,00;40,1;40,6;50,1
004;2018-01-05;15:00;2;12,7;4,6;0,4;0,25;2,10;1,00;40,9;41,3;51,6
004;2018-01-05;20:00;3;13,2;4,7;0,3;0,25;2,10;1,20;40,3;40,4;50,7
004;2018-01-05;23:00;5;13,4;4,5;0,3;0,20;2,10;1,10;40,1;40,2;50,9
004;2018-01-06;4:00;5;12,8;4,5;0,3;0,20;2,10;1,10;38,9;39,6;50,9
005;2018-01-06;9:00;4;12,6;4,6;0,4;0,25;2,00;0,90;40,1;40,9;49,7
005;2018-01-06;12:00;3;12,2;4,6;0,4;0,25;2,10;1,00;39,8;40,2;50,3
005;2018-01-06;16:00;4;13,3;4,6;0,4;0,26;1,90;1,20;40,2;40,3;51,5
005;2018-01-06;20:00;3;12,1;4,6;0,3;0,25;2,00;1,10;40,0;39,9;51,0
005;2018-01-06;23:00;4;12,5;4,5;0,3;0,26;2,00;1,00;39,1;39,6;50,5
005;2018-01-07;3:00;4;12,2;4,5;0,3;0,26;2,00;1,00;38,7;39,1;49,9
006;2018-01-07;15:00;4;13,1;4,5;0,4;0,25;2,00;1,20;40,1;40,2;51,6
006;2018-01-07;20:00;4;11,5;4,5;0,4;0,25;2,00;1,30;38,9;39,1;49,5
006;2018-01-07;23:00;4;12,0;4,5;0,3;0,25;2,05;1,20;39,1;39,0;50,2
006;2018-01-08;3:00;4;12,4;4,5;0,3;0,25;2,10;1,20;38,8;39,0;49,8
007;2018-01-08;15:00;3;11,6;4,5;0,4;0,25;2,00;1,00;41,5;41,5;51,6
007;2018-01-08;19:00;2;12,4;4,5;0,4;0,25;2,00;1,00;41,2;41,4;51,6
007;2018-01-09;0:00;3;12,0;4,5;0,3;0,25;2,00;1,10;40,9;41,0;50,9
007;2018-01-09;4:00;4;12,5;4,5;0,3;0,26;2,10;1,00;39,5;39,8;50,1
007;2018-01-09;7:00;5;13,5;4,5;0,3;0,25;2,00;1,10;38,8;38,8;50,5
008;2018-01-09;16:00;5;12,8;4,5;0,3;0,25;2,00;1,10;39,3;39,7;50,5
008;2018-01-10;20:00;5;12,4;4,5;0,3;0,25;2,00;1,10;39,5;39,9;50,8
008;2018-01-10;2:00;3;12,1;4,6;0,3;0,25;2,10;1,00;39,0;39,1;49,1
008;2018-01-10;9:00;4;12,2;4,5;0,4;0,25;2,10;0,90;39,9;39,8;51,1
008;2018-01-10;20:00;2;12,5;4,5;0,4;0,26;2,10;1,20;40,0;40,4;51,4
009;2018-01-11;5:00;2;12,5;4,5;0,4;0,25;2,10;1,50;38,2;38,7;49,1
009;2018-01-11;7:00;4;12,5;4,5;0,4;0,26;2,10;1,10;38,9;39,0;49,7
009;2018-01-11;10:00;4;13,2;4,5;0,4;0,26;2,10;1,00;40,2;40,1;51,6
009;2018-01-11;15:00;3;12,7;4,5;0,4;0,26;2,10;1,10;40,1;40,0;50,7
009;2018-01-11;19:00;3;12,4;4,5;0,4;0,25;2,05;1,10;39,7;39,8;49,7
010;2018-01-12;2:00;2;11,9;4,5;0,4;0,25;2,10;1,40;39,1;38,9;49,0
010;2018-01-12;5:00;3;12,8;4,5;0,3;0,25;2,10;1,40;37,7;37,9;48,1
010;2018-01-12;7:00;0;13,1;4,5;0,3;0,26;2,10;1,10;39,6;39,7;50,1
010;2018-01-12;10:00;0;13,2;4,5;0,3;0,26;2,10;0,80;39,8;40,0;50,9
010;2018-01-12;14:30;2;12,8;4,5;0,3;0,26;2,10;1,00;40,2;40,1;51,3
010;2018-01-12;18:00;3;12,4;4,5;0,3;0,26;2,10;0,90;40,0;39,8;51,1
011;2018-01-13;4:00;0;13,1;4,5;0,2;0,26;2,10;1,10;39,0;39,0;49,4
011;2018-01-13;7:00;3;12,4;4,5;0,3;0,25;2,10;1,00;39,3;39,4;49,7
011;2018-01-13;11:00;2;12,8;4,5;0,3;0,26;2,10;1,10;39,8;40,0;50,0
011;2018-01-13;16:00;4;12,9;3,5;0,3;0,25;2,00;1,00;39,8;39,6;50,6
011;2018-01-13;19:00;5;13,0;3,5;0,3;0,25;2,00;1,00;39,5;39,8;50,6
011;2018-01-13;23:00;2;12,5;4,5;0,3;0,26;2,10;1,00;39,2;39,6;49,8
012;2018-01-14;7:00;4;12,9;4,5;0,3;0,26;2,10;1,00;39,0;39,2;49,6
012;2018-01-14;11:00;3;12,5;4,5;0,3;0,25;2,10;1,00;39,7;39,9;50,2
012;2018-01-14;15:00;2;11,7;4,5;0,3;0,25;2,00;1,10;40,4;40,5;51,6
012;2018-01-14;19:00;7;13,5;4,6;0,3;0,25;2,00;1,10;39,3;39,2;50,5
012;2018-01-14;23:00;3;12,8;4,5;0,2;0,26;2,00;1,00;39,5;39,2;50,5
013;2018-01-15;7:00;2;13,0;4,5;0,3;0,26;2,00;1,00;39,3;39,0;49,8
013;2018-01-15;11:00;2;12,4;4,5;0,3;0,26;2,10;1,00;39,6;39,5;50,1
013;2018-01-15;15:00;2;12,0;4,5;0,3;0,26;1,90;0,80;40,3;40,3;51,6
013;2018-01-15;19:00;2;12,9;4,5;0,3;0,26;1,90;1,00;39,5;39,4;50,6
013;2018-01-15;23:00;3;13,3;4,5;0,3;0,25;2,00;0,90;39,0;38,7;49,5
014;2018-01-16;8:00;4;13,3;4,5;0,3;0,25;2,00;1,30;38,0;37,8;49,4
014;2018-01-16;11:00;2;13,3;4,5;0,3;0,25;2,00;1,20;39,0;38,8;50,0
014;2018-01-16;15:00;3;12,7;4,5;0,3;0,25;2,00;1,10;39,3;39,1;49,6
014;2018-01-16;23:00;2;12,4;4,5;0,3;0,26;2,10;1,00;39,6;39,5;50,1
015;2018-01-17;11:00;2;12,3;4,5;0,3;0,25;1,90;0,90;39,2;39,2;51,2
015;2018-01-17;15:00;4;11,9;4,5;0,3;0,26;2,00;0,90;39,2;39,3;50,7
015;2018-01-17;20:00;5;12,5;4,5;0,3;0,26;2,00;1,30;37,6;37,6;48,7
015;2018-01-17;23:00;3;11,6;4,5;0,3;0,25;2,00;0,80;39,0;39,0;50,5
015;2018-01-18;3:00;4;12,5;3,5;0,2;0,25;2,00;0,90;38,4;38,5;50,2
016;2018-01-18;10:00;5;11,9;4,5;0,3;0,25;2,00;1,20;38,5;38,5;49,1
016;2018-01-18;13:00;8;12,2;4,5;0,3;0,25;2,00;1,20;38,5;38,5;49,7
016;2018-01-18;15:00;8;13,1;4,5;0,3;0,26;2,00;1,00;37,5;37,6;49,6
016;2018-01-18;20:00;8;12,6;4,5;0,3;0,26;2,00;1,00;37,3;37,4;49,5
016;2018-01-18;23:00;4;12,5;4,5;0,2;0,25;1,90;1,00;37,9;37,8;49,8
017;2018-01-19;11:00;5;11,8;4,2;0,3;0,26;2,00;1,10;40,0;39,7;50,3
017;2018-01-19;14:30;4;11,5;4,5;0,3;0,26;2,00;1,10;40,5;40,0;50,8
017;2018-01-19;18:00;3;12,2;4,4;0,3;0,26;2,00;1,00;40,2;40,0;50,2
017;2018-01-19;23:00;3;12,0;4,5;0,3;0,25;1,90;1,10;36,2;36,2;48,3
017;2018-01-20;3:00;3;12,0;4,5;0,3;0,25;1,90;1,40;36,4;36,5;48,0
018;2018-01-20;11:00;4;12,3;4,5;0,3;0,26;1,90;1,10;38,8;38,6;49,3
018;2018-01-20;14:30;3;11,7;4,5;0,3;0,25;2,00;1,00;39,7;40,0;50,3
018;2018-01-20;18.30;2;12,0;4,5;0,3;0,25;2,00;1,00;39,5;39,7;50,1
018;2018-01-20;23:00;2;11,9;4,5;0,3;0,26;1,90;1,20;37,4;36,5;49,1
018;2018-01-21;4:00;5;12,2;4,5;0,2;0,26;1,90;1,10;36,2;35,4;48,6
019;2018-01-21;12:00;3;12,8;4,5;0,3;0,26;2,00;1,10;39,2;39,0;50,1
019;2018-01-21;16:00;4;11,7;4,5;0,3;0,26;1,80;1,10;38,5;37,9;50,9
019;2018-01-21;20:00;4;12,4;4,5;0,3;0,25;1,80;1,10;37,7;37,8;51,0
019;2018-01-21;23:00;2;11,7;4,5;0,2;0,26;1,90;1,00;37,6;37,5;49,3
019;2018-01-22;4:00;5;12,8;4,5;0,2;0,26;1,90;1,20;35,7;35,8;47,7
020;2018-01-22;12:00;2;12,2;4,5;0,3;0,26;2,00;1,10;39,0;38,5;50,2
020;2018-01-22;15:00;5;11,8;4,5;0,3;0,25;1,90;1,00;38,6;38,8;50,0
020;2018-01-22;21:00;3;12,6;4,5;0,3;0,25;1,90;1,20;37,8;37,8;49,5
020;2018-01-22;23:00;2;11,8;4,5;0,3;0,26;1,90;1,20;37,9;37,7;49,1
020;2018-01-23;4:00;0;12,9;4,5;0,2;0,26;1,90;1,30;36,0;35,9;47,4
021;2018-01-23;11:00;4;12,3;4,5;0,3;0,26;2,00;1,10;38,7;38,6;49,6
021;2018-01-23;16:00;3;11,9;4,5;0,3;0,25;1,90;0,90;38,6;38,6;50,2
021;2018-01-23;20:00;2;12,3;4,4;0,3;0,25;1,90;1,20;37,5;37,5;49,4
021;2018-01-23;0:00;5;12,1;4,5;0,3;0,25;1,90;1,00;37,0;37,0;49,5
021;2018-01-24;4:00;5;12,3;4,5;0,3;0,25;1,90;1,00;37,0;37,0;49,5
022;2018-01-24;13:00;5;12,0;4,5;0,3;0,26;1,80;0,90;40,1;39,7;50,6
022;2018-01-24;16:00;2;12,2;4,5;0,3;0,25;1,80;1,30;38,6;38,6;49,9
022;2018-01-24;20:00;2;12,2;4,5;0,3;0,25;1,90;1,10;37,7;37,6;48,9
022;2018-01-24;23:00;2;12,3;4,5;0,3;0,26;1,90;1,10;37,2;36,9;49,6
022;2018-01-25;3:30;2;12,8;4,5;0,3;0,26;1,90;1,00;37,9;37,5;49,5
023;2018-01-25;13:00;2;11,9;4,5;0,3;0,25;1,70;0,80;39,4;39,1;50,2
023;2018-01-25;16:00;2;12,6;4,5;0,3;0,25;1,90;1,00;39,2;39,4;50,5
023;2018-01-25;19:00;2;12,5;4,5;0,3;0,25;1,90;1,40;38,4;38,4;49,4
023;2018-01-25;21:00;2;12,0;44,5;0,3;0,25;1,90;1,40;37,3;37,4;48,4
023;2018-01-25;23:00;2;11,4;4,5;0,3;0,25;1,90;1,10;38,2;38,2;49,0
024;2018-01-26;16:00;2;12,2;4,5;0,3;0,25;1,90;1,40;38,7;38,8;43,3
024;2018-01-26;20:00;2;11,5;4,5;0,3;0,25;1,90;1,30;38,2;38,0;49,6
024;2018-01-26;23:00;1;12,5;4,4;0,2;0,25;1,90;1,00;37,9;37,5;49,3
025;2018-01-27;13:00;2;12,1;4,5;0,3;0,25;1,90;1,00;39,9;39,6;51,0
025;2018-01-27;15:00;4;12,2;4,5;0,3;0,25;1,80;1,20;39,9;39,6;51,0
025;2018-01-27;20:00;2;12,1;4,5;0,3;0,25;1,80;1,20;39,9;39,6;51,0
025;2018-01-27;23:00;2;12,6;4,5;0,3;0,25;1,90;1,00;39,2;38,3;50,0
025;2018-01-27;3:00;2;12,7;4,5;0,3;0,25;1,90;1,30;37,5;37,2;48,3
026;2018-01-28;12:00;4;11,6;4,5;2,0;0,26;1,90;1,20;40,3;40,3;51,1
026;2018-01-28;15:00;3;12,2;4,5;0,3;0,25;1,90;1,10;39,4;38,9;50,9
026;2018-01-28;20:00;3;11,8;4,5;0,3;0,25;1,90;1,10;38,8;38,8;49,7
026;2018-01-28;23:00;2;12,0;4,5;0,3;0,25;1,90;1,00;38,2;38,0;49,9
026;2018-01-29;4:00;4;12,5;4,5;0,3;0,25;1,90;1,30;37,0;36,7;49,1
026;2018-01-30;7:00;2;12,7;4,5;0,2;0,26;1,90;1,10;37,2;36,8;49,2
027;2018-01-29;12:00;5;11,9;4,5;0,2;0,26;1,90;0,80;39,7;39,6;51,1
027;2018-01-29;15:00;3;12,0;4,5;0,3;0,25;1,90;1,20;39,1;39,3;50,3
027;2018-01-29;20:00;3;12,5;4,5;0,3;0,25;1,90;1,20;38,6;38,9;49,5
027;2018-01-29;23:00;0;12,2;4,5;0,2;0,26;1,90;1,20;38,7;39,0;49,6
027;2018-01-30;4:00;2;12,3;4,5;0,2;0,26;1,90;1,10;37,1;37,3;49,1
027;2018-01-30;7:00;2;12,3;4,5;0,2;0,26;1,90;1,10;37,1;37,3;49,1
028;2018-01-30;15:00;3;12,2;4,5;0,3;0,25;1,90;1,00;39,3;39,3;51,5
028;2018-01-30;19:00;3;12,2;4,5;0,2;0,26;1,90;1,10;39,3;38,9;50,9
028;2018-01-30;23:00;2;11,5;4,5;0,2;0,26;1,90;1,20;38,1;38,0;49,0
028;2018-01-31;4:00;4;11,9;4,5;0,2;0,26;1,90;1,20;35,8;36,0;47,8
028;2018-01-31;7:00;5;12,5;4,5;0,2;0,25;1,90;1,10;37,6;38,0;48,6
029;2018-01-31;13:00;5;10,7;4,5;0,2;0,25;1,90;1,00;39,1;38,6;50,0
029;2018-01-31;16:00;3;11,3;4,5;0,3;0,25;1,90;1,10;39,0;38,8;50,5
029;2018-01-31;23:00;3;13,1;4,5;0,3;0,25;1,90;1,40;36,8;36,5;48,3
029;2018-01-31;4:00;4;13,1;4,5;0,3;0,25;1,80;1,00;36,7;36,2;48,8
030;2018-02-01;13:00;4;11,9;4,5;0,3;0,25;1,80;1,20;38,9;38,6;50,4
030;2018-02-01;14:30;4;11,2;4,5;0,3;0,25;1,90;1,20;39,5;39,1;50,1
030;2018-02-01;18:00;3;12,2;4,5;0,3;0,26;1,90;1,10;39,1;38,9;49,9
030;2018-02-01;23:00;5;11,9;4,5;0,2;0,25;1,90;1,00;38,5;38,2;49,8
030;2018-02-02;4:00;4;10,7;4,5;0,2;0,25;1,90;1,00;38,2;37,9;49,5
031;2018-02-02;15:00;5;12,4;4,5;0,2;0,26;1,90;1,30;38,2;37,9;48,6
031;2018-02-02;20:00;4;12,2;4,5;0,2;0,26;1,90;1,10;37,3;37,0;49,2
031;2018-02-02;23:00;5;11,8;4,5;0,2;0,25;2,00;1,20;35,8;36,0;48,3
031;2018-02-03;5:00;5;12,5;4,5;0,2;0,26;1,90;1,10;37,2;36,9;49,6
031;2018-02-03;7:00;3;12,2;4,5;0,3;0,26;2,00;1,10;37,2;37,1;49,9
032;2018-02-03;15:00;8;13,5;4,5;0,2;0,26;1,90;1,20;38,4;38,4;49,1
032;2018-02-03;20:00;8;11,5;4,5;0,3;0,25;1,80;1,20;38,0;38,3;49,0
032;2018-02-03;0:00;8;11,5;4,5;0,3;0,25;1,80;1,20;38,0;38,3;49,0
032;2018-02-04;4:00;8;12,4;4,5;0,3;0,26;1,80;1,10;36,0;37,0;49,0
032;2018-02-04;7:00;6;12,1;4,5;0,2;0,26;1,90;1,00;37,4;37,3;48,7
032;2018-02-04;10:00;6;11,8;4,5;0,2;0,26;1,90;1,00;38,6;38,3;49,4
033;2018-02-04;15:00;6;12,1;4,5;0,2;0,26;1,90;1,00;38,4;38,3;49,4
033;2018-02-04;20:00;5;11,8;4,5;0,2;0,26;1,90;1,00;37,4;37,3;48,4
033;2018-02-04;0:00;8;10,3;4,5;0,3;0,26;1,90;1,10;38,3;38,4;49,4
033;2018-02-04;3:00;8;12,5;4,5;0,3;0,26;1,80;1,20;37,4;37,2;48,7
033;2018-02-05;7:00;8;12,1;4,5;0,2;0,26;1,90;1,10;37,2;37,1;48,6
033;2018-02-05;10:00;5;12,8;4,5;0,2;0,26;1,90;1,10;37,5;37,2;48,7
034;2018-02-05;16:00;5;12,5;4,5;0,2;0,26;1,90;1,10;37,2;37,1;49,6
034;2018-02-05;20:00;8;12,8;4,5;0,2;0,26;1,90;1,10;37,5;37,2;48,7
034;2018-02-05;23:00;4;11,6;4,5;0,2;0,25;1,90;1,00;38,3;38,0;49,3
034;2018-02-06;3:00;2;12,0;4,5;0,2;0,25;1,90;1,20;37,4;37,6;48,4
034;2018-02-06;7:00;5;11,4;4,5;0,2;0,26;1,90;1,10;37,7;37,3;48,9
035;2018-02-06;15:00;7;12,0;4,5;0,2;0,25;1,90;1,40;38,8;38,6;49,8
035;2018-02-06;20:00;2;12,8;4,5;0,2;0,26;1,90;1,30;37,0;36,4;48,1
035;2018-02-06;23:00;0;12,5;4,5;0,2;0,26;1,90;1,50;35,1;35,2;47,4
035;2018-02-07;4:00;2;11,7;4,5;0,2;0,26;1,90;1,20;35,8;35,3;47,9
035;2018-02-07;7:00;3;13,0;4,5;0,2;0,25;1,90;1,30;34,5;34,0;46,0
036;2018-02-07;15:00;2;8,9;4,5;0,3;0,25;1,90;0,90;39,7;39,4;50,4
036;2018-02-07;19:00;2;12,5;4,5;0,3;0,26;1,90;0,90;39,2;39,1;51,0
036;2018-02-07;23:00;2;12,4;4,5;0,2;0,26;1,90;1,50;36,8;36,4;48,7
036;2018-02-08;4:00;0;12,7;3,5;0,2;0,26;1,90;1,20;36,9;36,7;49,1
036;2018-02-08;7:00;3;12,2;3,5;2,0;0,25;1,80;1,40;36,4;36,2;48,3
038;2018-02-09;15:00;3;13,8;4,0;0,3;0,25;1,90;1,00;38,9;38,5;50,9
038;2018-02-09;20:00;4;11,2;3,9;0,3;0,25;1,80;1,50;37,9;38,3;49,3
038;2018-02-09;23:00;4;11,3;4,0;0,3;0,25;1,90;1,40;37,8;37,4;49,1
038;2018-02-10;4:00;4;11,2;3,9;0,3;0,25;1,90;1,40;37,8;37,9;49,1
039;2018-02-10;12:00;3;12,5;4,0;0,3;0,26;1,90;1,50;37,9;38,3;48,7
040;2018-02-11;13:00;6;16,0;4,5;0,2;0,22;1,90;1,20;38,1;37,5;48,6
040;2018-02-11;15:00;5;13,1;4,5;0,2;0,26;2,00;1,30;37,9;37,8;48,5
040;2018-02-11;20:00;1;16,1;4,5;0,2;0,24;2,00;1,50;35,9;35,8;47,8
040;2018-02-12;0:00;3;16,5;4,6;0,2;0,24;2,00;1,20;34,9;34,5;46,3
040;2018-02-12;4:00;7;16,9;4,6;0,2;0,23;1,90;1,60;34,9;34,6;46,0
040;2018-02-12;7:00;4;17,3;4,8;0,2;0,22;2,00;1,50;35,0;34,7;46,4
041;2018-02-12;13:00;6;12,4;5,0;0,2;0,20;1,90;1,60;37,7;37,3;48,6
041;2018-02-12;15:00;5;11,8;4,8;0,2;0,26;1,90;1,70;37,9;37,6;48,8
041;2018-02-12;20:00;2;11,6;4,5;0,2;0,26;1,90;1,60;35,8;35,4;47,7
041;2018-02-12;23:00;2;11,4;4,5;0,2;0,26;1,90;1,30;36,1;36,0;48,9
041;2018-02-13;4:00;4;12,2;4,5;0,2;0,24;1,90;1,80;35,4;35,2;47,4
041;2018-02-13;7:00;7;11,4;4,8;0,3;0,25;1,90;1,70;35,6;35,2;47,6
042;2018-02-13;17:00;4;11,4;4,5;0,3;0,23;1,90;1,40;38,9;38,1;49,8
042;2018-02-13;21:00;3;10,8;4,5;0,3;0,25;1,90;1,70;36,2;36,1;48,6
042;2018-02-13;23:00;2;11,9;4,5;0,3;0,25;1,90;1,60;36,4;36,1;48,7
042;2018-02-14;3:00;3;11,2;4,5;0,3;0,25;1,90;1,50;36,0;35,7;47,9
042;2018-02-14;7:00;6;11,5;4,6;0,2;0,26;1,90;1,70;35,0;34,5;46,8
042;2018-02-14;10:00;4;11,4;4,5;0,2;0,25;1,90;1,40;37,7;37,5;49,7
043;2018-02-14;16:00;4;11,4;4,5;0,2;0,25;1,90;1,40;36,4;36,1;46,8
043;2018-02-14;20:00;6;11,5;4,5;0,2;0,25;1,90;1,70;36,0;37,1;48,7
043;2018-02-14;23:00;0;11,7;4,8;0,2;0,24;1,90;1,40;36,9;36,5;49,4
043;2018-02-15;4:00;0;11,4;4,6;0,2;0,24;1,90;1,80;35,4;34,7;47,7
043;2018-02-15;7:00;5;12,5;4,5;0,2;0,25;1,90;1,20;34,9;35,6;32,4
044;2018-02-15;15:00;3;10,9;4,5;0,2;0,20;1,90;1,60;37,7;36,4;48,6
044;2018-02-15;19:00;3;10,5;4,5;0,2;0,20;1,90;1,50;38,0;36,9;48,9
044;2018-02-15;23:00;2;12,0;4,5;0,2;0,25;1,90;1,60;36,6;35,7;48,1
044;2018-02-16;4:00;4;11,1;4,5;0,2;0,24;1,90;1,00;35,7;35,3;48,2
044;2018-02-16;7:00;4;11,2;4,5;0,2;0,25;1,90;1,50;37,2;37,1;48,2
045;2018-02-16;16:00;5;12,3;4,5;0,2;0,20;2,00;1,70;38,1;37,5;49,1
045;2018-02-16;20:00;4;12,0;4,5;0,2;0,20;1,90;1,70;36,7;35,8;48,4
045;2018-02-16;0:00;3;11,6;4,5;0,2;0,25;1,80;1,60;36,5;35,7;48,3
045;2018-02-16;5:00;3;12,6;4,5;0,2;0,25;1,80;1,20;37,1;36,8;49,2
045;2018-02-16;8:00;3;11,7;4,8;0,2;0,20;1,90;1,40;36,8;36,9;48,5
046;2018-02-17;16:00;3;12,5;4,5;0,2;0,25;1,90;1,40;36,4;36,1;47,8
046;2018-02-17;20:00;3;12,0;4,5;0,2;0,25;1,90;1,60;36,2;36,1;47,2
046;2018-02-17;23:00;3;11,9;4,5;0,2;0,25;1,90;1,20;35,8;35,4;48,0
046;2018-02-17;4:00;3;11,9;4,5;0,2;0,25;1,90;1,10;35,4;35,4;48,0
046;2018-02-17;8:00;4;11,3;4,5;0,2;0,25;1,90;1,60;36,0;35,0;47,9
047;2018-02-18;16:00;6;12,1;4,5;0,2;0,26;1,90;1,50;38,4;37,6;49,8
047;2018-02-18;20:00;2;11,3;4,6;0,2;0,25;1,90;1,50;37,9;37,3;49,8
047;2018-02-18;23:00;4;12,1;4,5;0,2;0,25;1,90;1,50;38,4;37,6;49,8
047;2018-02-19;4:00;3;12,6;4,5;0,2;0,25;1,90;1,60;36,5;36,1;48,3
047;2018-02-19;8:00;3;12,0;4,5;0,2;0,25;1,90;1,10;36,9;36,4;49,3
048;2018-02-19;17:00;2;12,6;4,5;0,2;0,25;1,90;1,70;38,1;37,6;49,2
048;2018-02-19;20:00;2;12,0;4,5;0,2;0,26;1,90;1,60;36,7;36,7;48,3
048;2018-02-19;23:00;3;12,1;4,5;0,2;0,25;1,90;1,30;37,0;36,5;49,3
048;2018-02-20;4:00;6;11,5;4,5;0,2;0,25;1,90;1,50;36,8;36,6;48,4
048;2018-02-20;8:00;4;11,2;4,5;0,2;0,25;1,90;1,60;37,1;37,0;49,0
049;2018-02-20;18:00;5;12,5;4,6;0,2;0,26;2,00;1,20;38,2;37,4;49,7
049;2018-02-20;21:00;2;12,2;4,6;0,2;0,26;1,90;1,70;36,3;35,2;48,2
049;2018-02-20;0:00;3;11,4;4,5;0,2;0,25;1,90;1,20;37,9;37,3;49,6
049;2018-02-21;5:00;3;11,7;4,5;0,2;0,25;1,90;1,50;36,9;36,3;48,6
049;2018-02-21;7:00;5;12,2;4,5;0,2;0,26;1,90;1,30;36,7;36,1;48,8
049;2018-02-21;16:00;0;12,0;4,5;0,2;0,25;1,90;1,40;37,9;37,5;50,0
050;2018-02-21;23:00;4;11,7;4,5;0,2;0,25;1,90;1,50;37,6;37,2;48,9
050;2018-02-21;4:00;3;12,1;4,5;0,2;0,25;1,90;1,40;37,0;36,4;48,2
050;2018-02-22;7:00;2;11,7;4,6;0,2;0,26;1,90;1,60;35,5;34,7;47,4
050;2018-02-22;11:00;4;11,2;4,6;0,2;0,26;1,90;1,30;36,9;36,1;48,3
050;2018-02-22;15:00;4;11,7;4,6;0,2;0,26;1,90;1,30;37,0;36,4;48,2
051;2018-02-23;0:00;4;10,9;4,6;0,2;0,26;1,90;1,50;37,8;36,8;48,7
051;2018-02-23;11:00;3;12,1;4,5;0,2;0,23;2,00;1,70;37,3;36,8;49,0
051;2018-02-23;16:00;4;12,2;4,5;0,2;0,25;1,90;1,60;37,1;36,3;48,6
052;2018-02-24;0:00;5;13,4;4,6;0,2;0,26;1,90;1,60;34,7;32,6;46,9
052;2018-02-24;4:00;2;12,3;4,5;0,2;0,26;1,90;1,30;36,1;35,0;47,9
052;2018-02-24;7:00;2;12,3;4,5;0,2;0,26;1,90;1,30;37,3;32,6;46,9
052;2018-02-24;12:00;3;12,3;4,5;0,2;0,26;1,90;1,30;36,1;35,0;47,9
052;2018-02-24;16:00;5;11,5;4,5;0,2;0,25;1,90;1,40;33,4;36,1;48,5
053;2018-02-25;5:00;3;9,2;4,4;0,2;0,24;1,90;1,50;31,3;33,1;46,7
053;2018-02-25;8:00;6;11,2;4,5;0,2;0,25;2,00;1,20;32,6;34,0;48,2
053;2018-02-25;12:00;6;12,3;4,5;0,2;0,25;1,90;1,30;38,0;37,0;49,9
053;2018-02-25;15:00;5;11,8;4,5;0,2;0,25;1,90;1,30;38,2;37,0;49,8
053;2018-02-25;19:00;4;11,6;4,5;0,2;0,25;1,90;1,40;37,8;36,7;49,2
053;2018-02-25;23:00;2;11,8;4,5;0,2;0,25;1,90;1,30;37,3;36,6;49,5
054;2018-02-26;7:00;6;12,0;4,5;0,2;0,25;2,00;1,60;35,7;35,0;46,8
054;2018-02-26;12:00;3;12,3;4,5;0,3;0,25;1,90;1,30;39,7;39,5;50,1
054;2018-02-26;15:00;4;12,3;4,5;0,3;0,25;1,90;1,30;39,3;39,5;50,1
054;2018-02-26;19:00;4;12,8;4,4;0,3;0,25;1,90;1,50;32,4;38,3;49,5
054;2018-02-26;23:00;5;11,7;4,4;0,3;0,25;1,80;1,50;36,9;36,5;48,1
055;2018-02-27;8:00;3;12,3;4,5;0,2;0,25;1,90;1,20;37,4;37,0;49,2
055;2018-02-27;12:00;4;12,4;4,5;0,2;0,25;2,00;1,40;39,1;39,2;49,6
055;2018-02-27;15:00;2;12,2;4,6;0,2;0,26;1,90;1,30;39,5;39,7;50,9
055;2018-02-27;20:00;2;12,0;4,5;0,2;0,26;1,90;1,60;37,7;37,4;48,7
055;2018-02-27;0:00;6;11,2;4,6;0,2;0,25;1,90;1,40;36,7;36,2;48,1
