Número de extracción;Fecha/hora;Temperatura de esterilización (°C);Temperatura Salida de Gelatina (°C);Temperatura Salida de agua del condensador (°C);Presión de Vacio (in Hg);Presión de entrada al esterilizador (psi);
;8/4/2020 12:00:00 AM;141,9;46,8;40;21;46;
;8/4/2020 1:00:00 AM;141,9;47;40;21;46;
;8/4/2020 1:00:00 AM;141,9;47;40;21;46;
;8/4/2020 1:00:00 AM;141,9;47;40;21;46;
;8/4/2020 2:00:00 AM;141,9;47,3;40;21;46;
;8/4/2020 2:00:00 AM;141,9;47,3;40;21;46;
;8/4/2020 2:00:00 AM;141,9;47,3;40;21;46;
;8/4/2020 3:14:26 AM;141,9;47,7;40;21;46;
;8/4/2020 3:14:26 AM;141,9;47,7;40;21;46;
;8/4/2020 3:14:26 AM;141,9;47,7;40;21;46;
;8/4/2020 3:59:43 AM;142,1;48;40;21;48;
;8/4/2020 3:59:43 AM;142,1;48;40;21;48;
;8/4/2020 3:59:43 AM;142,1;48;40;21;48;
;8/4/2020 5:00:00 AM;142,8;47,5;40;21;46;
;8/4/2020 5:00:00 AM;142,8;47,5;40;21;46;
;8/4/2020 5:00:00 AM;142,8;47,5;40;21;46;
165;8/4/2020 10:00:00 AM;142;46,2;42;51;44;
;8/4/2020 10:00:00 AM;142;46,2;42;51;44;
;8/4/2020 12:00:00 PM;142;46,2;42;20;45;
;8/4/2020 12:00:00 PM;142;46,2;42;20;45;
;8/4/2020 1:00:00 PM;142;45,7;42;20;45;
;8/4/2020 1:00:00 PM;142;45,7;42;20;45;
;8/4/2020 2:00:00 PM;142;45,5;42;20;45;
;8/4/2020 2:00:00 PM;142;45,5;42;20;45;
;8/4/2020 3:00:00 PM;142;45,5;42;20;45;
;8/4/2020 3:00:00 PM;142;45,5;42;20;45;
;8/4/2020 4:00:00 PM;142;45,3;42;20;45;
;8/4/2020 4:00:00 PM;142;45,3;42;20;45;
;8/4/2020 5:00:00 PM;142;45,9;42;20;45;
;8/4/2020 5:00:00 PM;142;45,9;42;20;45;
;8/4/2020 6:00:00 PM;142;45,9;42;51;44;
;8/4/2020 6:00:00 PM;142;45,9;42;51;44;
;8/4/2020 7:00:00 PM;142;45,5;42;51;44;
;8/4/2020 7:00:00 PM;142;45,5;42;51;44;
;8/4/2020 8:00:00 PM;142;45,9;42;51;44;
;8/4/2020 8:00:00 PM;142;45,9;42;51;44;
;8/4/2020 9:00:00 PM;142;45,7;42;51;44;
;8/4/2020 9:00:00 PM;142;45,7;42;51;44;
;8/4/2020 11:00:00 PM;142;46,6;42;51;44;
;8/4/2020 11:00:00 PM;142;46,6;42;51;44;
;8/5/2020 12:00:00 AM;142;46,9;42;51;44;
;8/5/2020 12:00:00 AM;142;46,9;42;51;44;
;8/5/2020 1:00:00 AM;142;46,9;42;51;44;
;8/5/2020 1:00:00 AM;142;46,9;42;51;44;
;8/5/2020 3:00:00 AM;142;46,9;42;51;44;
;8/5/2020 3:00:00 AM;142;46,9;42;51;44;
;8/5/2020 4:00:00 AM;142;47,3;42;51;44;
;8/5/2020 4:00:00 AM;142;47,3;42;51;44;
;8/5/2020 5:00:00 AM;142;46,6;42;51;44;
;8/5/2020 5:00:00 AM;142;46,6;42;51;44;
;8/5/2020 6:00:00 AM;142;46,6;42;20;45;
;8/5/2020 6:00:00 AM;142;46,6;42;20;45;
;8/5/2020 7:00:00 AM;142;46,7;42;20;45;
;8/5/2020 7:00:00 AM;142;46,7;42;20;45;
;8/5/2020 8:00:00 AM;142;45,7;42;20;45;
;8/5/2020 8:00:00 AM;142;45,7;42;20;45;
;8/5/2020 9:00:00 AM;142;46,4;42;20;45;
;8/5/2020 9:00:00 AM;142;46,4;42;20;45;
;8/5/2020 10:00:00 AM;142;46,2;42;20;45;
;8/5/2020 10:00:00 AM;142;46,2;42;20;45;
;8/5/2020 11:00:00 AM;142;46,6;42;20;45;
;8/5/2020 11:00:00 AM;142;46,6;42;20;45;
;8/5/2020 12:00:00 PM;142;45,7;42;20;45;
;8/5/2020 12:00:00 PM;142;45,7;42;20;45;
;8/5/2020 1:00:00 PM;142;46,3;42;20;45;
;8/5/2020 1:00:00 PM;142;46,3;42;20;45;
;8/5/2020 2:00:00 PM;142;46,4;42;20;45;
;8/5/2020 2:00:00 PM;142;46,4;42;20;45;
;8/5/2020 3:00:00 PM;142;46,8;42;20;45;
;8/5/2020 3:00:00 PM;142;46,8;42;20;45;
;8/5/2020 4:00:00 PM;142;46,2;42;20;45;
;8/5/2020 4:00:00 PM;142;46,2;42;20;45;
;8/5/2020 5:00:00 PM;1452;46,9;42;20;45;
;8/5/2020 5:00:00 PM;1452;46,9;42;20;45;
;8/5/2020 6:00:00 PM;142;46,6;42;51;42;
;8/5/2020 6:00:00 PM;142;46,6;42;51;42;
;8/5/2020 7:00:00 PM;142;46,8;42;51;42;
;8/5/2020 7:00:00 PM;142;46,8;42;51;42;
;8/5/2020 8:00:00 PM;142;46,3;42;51;42;
;8/5/2020 8:00:00 PM;142;46,3;42;51;42;
;8/5/2020 9:00:00 PM;142;46,3;42;51;42;
;8/5/2020 9:00:00 PM;142;46,3;42;51;42;
;8/5/2020 10:00:00 PM;142;46,8;42;51;42;
;8/5/2020 10:00:00 PM;142;46,8;42;51;42;
;8/5/2020 11:00:00 PM;142;46,8;42;51;42;
;8/5/2020 11:00:00 PM;142;46,8;42;51;42;
;8/6/2020 12:00:00 AM;142;46,7;42;51;42;
;8/6/2020 12:00:00 AM;142;46,7;42;51;42;
;8/6/2020 1:00:00 AM;142;46,5;42;51;42;
;8/6/2020 1:00:00 AM;142;46,5;42;51;42;
;8/6/2020 1:01:44 AM;142,1;46,9;44;20;46;
;8/6/2020 1:01:44 AM;142,1;46,9;44;20;46;
;8/6/2020 1:49:51 AM;142,1;47,6;44;20;46;
;8/6/2020 1:49:51 AM;142,1;47,6;44;20;46;
;8/6/2020 2:00:00 AM;142;46,2;42;51;42;
;8/6/2020 2:00:00 AM;142;46,2;42;51;42;
;8/6/2020 3:20:59 AM;142,1;47,9;44;20;44;
;8/6/2020 3:20:59 AM;142,1;47,9;44;20;44;
;8/6/2020 4:14:13 AM;142;47,7;44;20,4;46;
;8/6/2020 4:14:13 AM;142;47,7;44;20,4;46;
;8/6/2020 5:17:10 AM;142,1;47,8;44;20,4;46;
;8/6/2020 5:17:10 AM;142,1;47,8;44;20,4;46;
;8/6/2020 6:00:00 AM;142;46,1;40;20;43;
;8/6/2020 6:00:00 AM;142;46,1;40;20;43;
;8/6/2020 7:00:00 AM;142;46,1;40;20;43;
;8/6/2020 7:00:00 AM;142;46,1;40;20;43;
;8/6/2020 8:07:41 AM;142;46,6;46;44;20,5;
;8/6/2020 8:07:41 AM;142;46,6;46;44;20,5;
;8/6/2020 9:03:37 AM;142;47,3;44;20,5;44;
;8/6/2020 9:03:37 AM;142;47,3;44;20,5;44;
;8/6/2020 9:55:59 AM;142,1;46,9;42;20,5;46;
;8/6/2020 9:55:59 AM;142,1;46,9;42;20,5;46;
;8/6/2020 11:11:28 AM;141,8;46,9;44;20;46;
;8/6/2020 11:11:28 AM;141,8;46,9;44;20;46;
;8/6/2020 12:02:56 PM;142,1;47,2;44;20,4;44;
;8/6/2020 12:02:56 PM;142,1;47,2;44;20,4;44;
;8/6/2020 6:00:00 PM;142;47,1;42;20;45;
;8/6/2020 6:00:00 PM;142;47,1;42;20;45;
;8/6/2020 7:00:00 PM;142;47,1;42;20;45;
;8/6/2020 7:00:00 PM;142;47,1;42;20;45;
;8/6/2020 8:00:00 PM;142;47,5;42;20;45;
;8/6/2020 8:00:00 PM;142;47,5;42;20;45;
;8/6/2020 9:00:00 PM;142;58;44;20;45;
;8/6/2020 9:00:00 PM;142;58;44;20;45;
;8/6/2020 10:00:00 PM;142;48,7;44;20;45;
;8/6/2020 10:00:00 PM;142;48,7;44;20;45;
;8/6/2020 11:00:00 PM;142;46,9;42;20;45;
;8/6/2020 11:00:00 PM;142;46,9;42;20;45;
;8/7/2020 12:00:00 AM;142;45;42;20;45;
;8/7/2020 12:00:00 AM;142;45;42;20;45;
;8/7/2020 1:00:00 AM;142;47,6;42;20;45;
;8/7/2020 1:00:00 AM;142;47,6;42;20;45;
;8/7/2020 2:00:00 AM;142;48,5;42;20;45;
;8/7/2020 2:00:00 AM;142;48,5;42;20;45;
;8/7/2020 3:00:00 AM;142;48,5;42;20;45;
;8/7/2020 3:00:00 AM;142;48,5;42;20;45;
;8/7/2020 4:00:00 AM;142;48,5;42;20;45;
;8/7/2020 4:00:00 AM;142;48,5;42;20;45;
;8/7/2020 5:00:00 AM;142;49,3;44;20;45;
;8/7/2020 5:00:00 AM;142;49,3;44;20;45;
;8/7/2020 6:00:00 AM;142,1;48,8;45;21;46;
;8/7/2020 6:00:00 AM;142,1;48,8;45;21;46;
;8/7/2020 6:07:56 AM;142;49,1;45;21;42;
;8/7/2020 6:07:56 AM;142;49,1;45;21;42;
;8/7/2020 8:13:16 AM;142,1;48,7;45;21;42;
;8/7/2020 8:13:16 AM;142,1;48,7;45;21;42;
;8/7/2020 9:00:00 AM;142,1;49;45;21;46;
;8/7/2020 9:00:00 AM;142,1;49;45;21;46;
;8/7/2020 10:02:43 AM;142,1;48,6;46;21;46;
;8/7/2020 10:02:43 AM;142,1;48,6;46;21;46;
;8/7/2020 11:00:00 AM;142,1;48,5;45;21;46;
;8/7/2020 11:00:00 AM;142,1;48,5;45;21;46;
;8/7/2020 12:00:00 PM;142;48,2;45;21;46;
;8/7/2020 12:00:00 PM;142;48,2;45;21;46;
;8/7/2020 1:00:00 PM;142;49,1;45;21;42;
;8/7/2020 1:00:00 PM;142;49,1;45;21;42;
;8/7/2020 2:00:00 PM;142,1;49;45;21;46;
;8/7/2020 2:00:00 PM;142,1;49;45;21;46;
;8/7/2020 3:00:00 PM;142;48,7;45;21;46;
;8/7/2020 3:00:00 PM;142;48,7;45;21;46;
;8/7/2020 5:00:00 PM;142,2;48,5;142,2;21;46;
;8/7/2020 5:00:00 PM;142,2;48,5;142,2;21;46;
;8/7/2020 6:00:00 PM;142;49;42;20;45;
;8/7/2020 6:00:00 PM;142;49;42;20;45;
;8/7/2020 7:00:00 PM;142;48,9;44;20;45;
;8/7/2020 7:00:00 PM;142;48,9;44;20;45;
;8/7/2020 8:00:00 PM;142;49,3;44;20;45;
;8/7/2020 8:00:00 PM;142;49,3;44;20;45;
;8/7/2020 9:00:00 PM;142;49,4;42;20;45;
;8/7/2020 9:00:00 PM;142;49,4;42;20;45;
;8/7/2020 10:00:00 PM;142;49,3;44;20;45;
;8/7/2020 10:00:00 PM;142;49,3;44;20;45;
;8/7/2020 11:00:00 PM;142;49,1;44;20;45;
;8/7/2020 11:00:00 PM;142;49,1;44;20;45;
;8/8/2020 12:00:00 AM;142;48,3;44;20;45;
;8/8/2020 12:00:00 AM;142;48,3;44;20;45;
;8/8/2020 1:00:00 AM;142;48,4;44;20;45;
;8/8/2020 1:00:00 AM;142;48,4;44;20;45;
;8/8/2020 2:00:00 AM;142;48,6;44;20;45;
;8/8/2020 2:00:00 AM;142;48,6;44;20;45;
;8/8/2020 3:00:00 AM;142;48,3;42;20;45;
;8/8/2020 3:00:00 AM;142;48,3;42;20;45;
;8/8/2020 4:00:00 AM;142;48,8;40;20;45;
;8/8/2020 4:00:00 AM;142;48,8;40;20;45;
;8/8/2020 5:00:00 AM;142;49,2;44;20;45;
;8/8/2020 5:00:00 AM;142;49,2;44;20;45;
;8/8/2020 6:14:51 AM;142,1;47,1;45;21;46;
;8/8/2020 6:14:51 AM;142,1;47,1;45;21;46;
;8/20/2020 2:00:00 AM;142;46,2;42;51;44;
;8/20/2020 2:00:00 AM;142;46,2;42;51;44;
166;8/2/2020 3:00:00 AM;142;48,6;42;20;42;
;8/2/2020 3:00:00 AM;142;48,6;42;20;42;
;8/2/2020 3:00:00 AM;142;48,6;42;20;42;
;8/8/2020 12:00:00 PM;142,1;45,1;44;21;42;
;8/8/2020 12:00:00 PM;142,1;45,1;44;21;42;
;8/8/2020 12:00:00 PM;142,1;45,1;44;21;42;
;8/8/2020 1:00:00 PM;142,2;45,7;44;21;42;
;8/8/2020 1:00:00 PM;142,2;45,7;44;21;42;
;8/8/2020 1:00:00 PM;142,2;45,7;44;21;42;
;8/8/2020 2:00:00 PM;142,1;46,6;40;21;42;
;8/8/2020 2:00:00 PM;142,1;46,6;40;21;42;
;8/8/2020 2:00:00 PM;142,1;46,6;40;21;42;
;8/8/2020 3:00:00 PM;142,1;45,9;40;21;42;
;8/8/2020 3:00:00 PM;142,1;45,9;40;21;42;
;8/8/2020 3:00:00 PM;142,1;45,9;40;21;42;
;8/8/2020 4:00:00 PM;142,1;46,4;40;21;42;
;8/8/2020 4:00:00 PM;142,1;46,4;40;21;42;
;8/8/2020 4:00:00 PM;142,1;46,4;40;21;42;
;8/8/2020 5:00:00 PM;142;46,3;40;21;42;
;8/8/2020 5:00:00 PM;142;46,3;40;21;42;
;8/8/2020 5:00:00 PM;142;46,3;40;21;42;
;8/8/2020 6:00:00 PM;142;46,8;40;20;43;
;8/8/2020 6:00:00 PM;142;46,8;40;20;43;
;8/8/2020 6:00:00 PM;142;46,8;40;20;43;
;8/8/2020 7:00:00 PM;142;47,7;41;20;43;
;8/8/2020 7:00:00 PM;142;47,7;41;20;43;
;8/8/2020 7:00:00 PM;142;47,7;41;20;43;
;8/8/2020 8:00:00 PM;142;47,9;41;20;43;
;8/8/2020 8:00:00 PM;142;47,9;41;20;43;
;8/8/2020 8:00:00 PM;142;47,9;41;20;43;
;8/8/2020 9:00:00 PM;142;48,7;41;20;43;
;8/8/2020 9:00:00 PM;142;48,7;41;20;43;
;8/8/2020 9:00:00 PM;142;48,7;41;20;43;
;8/8/2020 10:00:00 PM;142;49,2;41;20;43;
;8/8/2020 10:00:00 PM;142;49,2;41;20;43;
;8/8/2020 10:00:00 PM;142;49,2;41;20;43;
;8/8/2020 11:00:00 PM;142;49,1;40;20;43;
;8/8/2020 11:00:00 PM;142;49,1;40;20;43;
;8/8/2020 11:00:00 PM;142;49,1;40;20;43;
;8/9/2020 12:00:00 AM;142;48,4;41;20;43;
;8/9/2020 12:00:00 AM;142;48,4;41;20;43;
;8/9/2020 12:00:00 AM;142;48,4;41;20;43;
;8/9/2020 1:00:00 AM;142;47,8;42;20;43;
;8/9/2020 1:00:00 AM;142;47,8;42;20;43;
;8/9/2020 1:00:00 AM;142;47,8;42;20;43;
;8/9/2020 1:11:03 AM;142,1;47,9;43;18;41;
;8/9/2020 1:11:03 AM;142,1;47,9;43;18;41;
;8/9/2020 1:11:03 AM;142,1;47,9;43;18;41;
;8/9/2020 2:00:00 AM;142;48,9;42;20;42;
;8/9/2020 2:00:00 AM;142;48,9;42;20;42;
;8/9/2020 2:00:00 AM;142;48,9;42;20;42;
;8/9/2020 2:00:04 AM;142,1;48,1;42;18;43;
;8/9/2020 2:00:04 AM;142,1;48,1;42;18;43;
;8/9/2020 2:00:04 AM;142,1;48,1;42;18;43;
;8/9/2020 3:02:16 AM;142,1;48,4;42;18;46;
;8/9/2020 3:02:16 AM;142,1;48,4;42;18;46;
;8/9/2020 3:02:16 AM;142,1;48,4;42;18;46;
;8/9/2020 3:59:41 AM;142,1;48,5;42;18;45;
;8/9/2020 3:59:41 AM;142,1;48,5;42;18;45;
;8/9/2020 3:59:41 AM;142,1;48,5;42;18;45;
;8/9/2020 4:00:00 AM;142;48,1;42;20;41;
;8/9/2020 4:00:00 AM;142;48,1;42;20;41;
;8/9/2020 4:00:00 AM;142;48,1;42;20;41;
;8/9/2020 5:00:00 AM;142;47,7;42;20;41;
;8/9/2020 5:00:00 AM;142;47,7;42;20;41;
;8/9/2020 5:00:00 AM;142;47,7;42;20;41;
;8/9/2020 5:04:49 AM;142;48,7;42;18;46;
;8/9/2020 5:04:49 AM;142;48,7;42;18;46;
;8/9/2020 5:04:49 AM;142;48,7;42;18;46;
;8/9/2020 6:13:22 AM;142,1;47,9;44;18,2;44;
;8/9/2020 6:13:22 AM;142,1;47,9;44;18,2;44;
;8/9/2020 6:13:22 AM;142,1;47,9;44;18,2;44;
;8/9/2020 7:15:36 AM;142,1;47,8;42;18;44;
;8/9/2020 7:15:36 AM;142,1;47,8;42;18;44;
;8/9/2020 7:15:36 AM;142,1;47,8;42;18;44;
;8/9/2020 8:35:20 AM;142;47,8;42,2;18;44;
;8/9/2020 8:35:20 AM;142;47,8;42,2;18;44;
;8/9/2020 8:35:20 AM;142;47,8;42,2;18;44;
;8/9/2020 9:07:14 AM;142;47,5;42;18;45;
;8/9/2020 9:07:14 AM;142;47,5;42;18;45;
;8/9/2020 9:07:14 AM;142;47,5;42;18;45;
;8/9/2020 9:58:03 AM;142,1;48,2;42;18,2;46;
;8/9/2020 9:58:03 AM;142,1;48,2;42;18,2;46;
;8/9/2020 9:58:03 AM;142,1;48,2;42;18,2;46;
;8/9/2020 11:05:23 AM;142;47,9;42;18;46;
;8/9/2020 11:05:23 AM;142;47,9;42;18;46;
;8/9/2020 11:05:23 AM;142;47,9;42;18;46;
;8/9/2020 12:01:33 PM;142,1;47,8;42;18;46;
;8/9/2020 12:01:33 PM;142,1;47,8;42;18;46;
;8/9/2020 12:01:33 PM;142,1;47,8;42;18;46;
;8/9/2020 6:00:00 PM;142;48,9;40;20;43;
;8/9/2020 6:00:00 PM;142;48,9;40;20;43;
;8/9/2020 6:00:00 PM;142;48,9;40;20;43;
;8/9/2020 7:00:00 PM;142;48,5;40;20;43;
;8/9/2020 7:00:00 PM;142;48,5;40;20;43;
;8/9/2020 7:00:00 PM;142;48,5;40;20;43;
;8/9/2020 8:00:00 PM;142;48,1;41;20;42;
;8/9/2020 8:00:00 PM;142;48,1;41;20;42;
;8/9/2020 8:00:00 PM;142;48,1;41;20;42;
;8/9/2020 9:00:00 PM;141,9;48,8;40;20;42;
;8/9/2020 9:00:00 PM;141,9;48,8;40;20;42;
;8/9/2020 9:00:00 PM;141,9;48,8;40;20;42;
;8/9/2020 10:00:00 PM;142;48,2;41;20;43;
;8/9/2020 10:00:00 PM;142;48,2;41;20;43;
;8/9/2020 10:00:00 PM;142;48,2;41;20;43;
;8/9/2020 11:00:00 PM;142;48,7;41;20;43;
;8/9/2020 11:00:00 PM;142;48,7;41;20;43;
;8/9/2020 11:00:00 PM;142;48,7;41;20;43;
;8/10/2020 12:00:00 AM;141,8;48,7;42;20;43;
;8/10/2020 12:00:00 AM;141,8;48,7;42;20;43;
;8/10/2020 12:00:00 AM;141,8;48,7;42;20;43;
;8/10/2020 1:00:00 AM;142;48,6;42;20;42;
;8/10/2020 1:00:00 AM;142;48,6;42;20;42;
;8/10/2020 1:00:00 AM;142;48,6;42;20;42;
;8/10/2020 1:10:40 AM;142,1;49,4;43;17,8;46;
;8/10/2020 1:10:40 AM;142,1;49,4;43;17,8;46;
;8/10/2020 1:10:40 AM;142,1;49,4;43;17,8;46;
;8/10/2020 2:00:00 AM;141,7;48,6;42;20;43;
;8/10/2020 2:00:00 AM;141,7;48,6;42;20;43;
;8/10/2020 2:00:00 AM;141,7;48,6;42;20;43;
;8/10/2020 2:14:07 AM;142,1;49,4;43;18;46;
;8/10/2020 2:14:07 AM;142,1;49,4;43;18;46;
;8/10/2020 2:14:07 AM;142,1;49,4;43;18;46;
;8/10/2020 3:00:00 AM;142;48,3;42;20;43;
;8/10/2020 3:00:00 AM;142;48,3;42;20;43;
;8/10/2020 3:00:00 AM;142;48,3;42;20;43;
;8/10/2020 3:06:26 AM;142,1;49,1;44;18;46;
;8/10/2020 3:06:26 AM;142,1;49,1;44;18;46;
;8/10/2020 3:06:26 AM;142,1;49,1;44;18;46;
;8/10/2020 3:52:53 AM;142;49;43;18;46;
;8/10/2020 3:52:53 AM;142;49;43;18;46;
;8/10/2020 3:52:53 AM;142;49;43;18;46;
;8/10/2020 4:00:00 AM;142;48,6;42;20;43;
;8/10/2020 4:00:00 AM;142;48,6;42;20;43;
;8/10/2020 4:00:00 AM;142;48,6;42;20;43;
;8/10/2020 4:44:37 AM;142;50;44,5;17,8;44;
;8/10/2020 4:44:37 AM;142;50;44,5;17,8;44;
;8/10/2020 4:44:37 AM;142;50;44,5;17,8;44;
;8/10/2020 5:00:00 AM;142;48,7;42;20;43;
;8/10/2020 5:00:00 AM;142;48,7;42;20;43;
;8/10/2020 5:00:00 AM;142;48,7;42;20;43;
;8/10/2020 5:41:14 AM;142,1;50,3;44;17,8;44;
;8/10/2020 5:41:14 AM;142,1;50,3;44;17,8;44;
;8/10/2020 5:41:14 AM;142,1;50,3;44;17,8;44;
;8/10/2020 6:13:55 AM;141,2;48,2;42;19;45;
;8/10/2020 6:13:55 AM;141,2;48,2;42;19;45;
;8/10/2020 6:13:55 AM;141,2;48,2;42;19;45;
;8/10/2020 7:17:25 AM;142;48,9;42;17,8;46;
;8/10/2020 7:17:25 AM;142;48,9;42;17,8;46;
;8/10/2020 7:17:25 AM;142;48,9;42;17,8;46;
;8/10/2020 8:22:40 AM;142;48,9;42;18,2;45;
;8/10/2020 8:22:40 AM;142;48,9;42;18,2;45;
;8/10/2020 8:22:40 AM;142;48,9;42;18,2;45;
;8/10/2020 9:11:08 AM;142,1;48,5;42;18;46;
;8/10/2020 9:11:08 AM;142,1;48,5;42;18;46;
;8/10/2020 9:11:08 AM;142,1;48,5;42;18;46;
;8/10/2020 9:59:32 AM;142,1;48,6;43;18;46;
;8/10/2020 9:59:32 AM;142,1;48,6;43;18;46;
;8/10/2020 9:59:32 AM;142,1;48,6;43;18;46;
;8/10/2020 11:10:53 AM;142,2;49,6;42;18;45;
;8/10/2020 11:10:53 AM;142,2;49,6;42;18;45;
;8/10/2020 11:10:53 AM;142,2;49,6;42;18;45;
;8/10/2020 12:11:06 PM;142;49,85;43;17,9;46;
;8/10/2020 12:11:06 PM;142;49,85;43;17,9;46;
;8/10/2020 12:11:06 PM;142;49,85;43;17,9;46;
;8/10/2020 7:00:00 PM;142,1;45,2;40;21;42;
;8/10/2020 7:00:00 PM;142,1;45,2;40;21;42;
;8/10/2020 7:00:00 PM;142,1;45,2;40;21;42;
;8/10/2020 8:00:00 PM;142,1;50;45;21;42;
;8/10/2020 8:00:00 PM;142,1;50;45;21;42;
;8/10/2020 8:00:00 PM;142,1;50;45;21;42;
;8/10/2020 9:00:00 PM;142;50,1;45;21;46;
;8/10/2020 9:00:00 PM;142;50,1;45;21;46;
;8/10/2020 9:00:00 PM;142;50,1;45;21;46;
;8/10/2020 10:00:27 PM;142,1;50;45;21;42;
;8/10/2020 10:00:27 PM;142,1;50;45;21;42;
;8/10/2020 10:00:27 PM;142,1;50;45;21;42;
;8/10/2020 11:00:00 PM;142,1;49,6;45;21;42;
;8/10/2020 11:00:00 PM;142,1;49,6;45;21;42;
;8/10/2020 11:00:00 PM;142,1;49,6;45;21;42;
;8/11/2020 12:00:00 AM;142,1;49,5;45;21;42;
;8/11/2020 12:00:00 AM;142,1;49,5;45;21;42;
;8/11/2020 12:00:00 AM;142,1;49,5;45;21;42;
;8/11/2020 1:00:42 AM;142;49,6;45;21;42;
;8/11/2020 1:00:42 AM;142;49,6;45;21;42;
;8/11/2020 1:00:42 AM;142;49,6;45;21;42;
;8/11/2020 2:01:02 AM;142,1;49,6;45;21;42;
;8/11/2020 2:01:02 AM;142,1;49,6;45;21;42;
;8/11/2020 2:01:02 AM;142,1;49,6;45;21;42;
;8/11/2020 3:00:28 AM;142,1;49,5;45;21;42;
;8/11/2020 3:00:28 AM;142,1;49,5;45;21;42;
;8/11/2020 3:00:28 AM;142,1;49,5;45;21;42;
;8/11/2020 4:00:00 AM;142,1;49,5;45;21;42;
;8/11/2020 4:00:00 AM;142,1;49,5;45;21;42;
;8/11/2020 4:00:00 AM;142,1;49,5;45;21;42;
;8/11/2020 5:00:00 AM;141,9;49,9;45;21;42;
;8/11/2020 5:00:00 AM;141,9;49,9;45;21;42;
;8/11/2020 5:00:00 AM;141,9;49,9;45;21;42;
;8/11/2020 7:00:00 PM;142,2;49,3;44;22;42;
;8/11/2020 7:00:00 PM;142,2;49,3;44;22;42;
;8/11/2020 7:00:00 PM;142,2;49,3;44;22;42;
167;8/11/2020 1:20:30 AM;142,1;48,5;43,5;18,8;46;
;8/11/2020 1:20:30 AM;142,1;48,5;43,5;18,8;46;
;8/11/2020 2:03:30 AM;142,1;48,9;43,2;18,9;46;
;8/11/2020 2:03:30 AM;142,1;48,9;43,2;18,9;46;
;8/11/2020 3:04:06 AM;142,1;48,7;43;18,7;45;
;8/11/2020 3:04:06 AM;142,1;48,7;43;18,7;45;
;8/11/2020 3:49:24 AM;142,1;48,1;43;18,9;44;
;8/11/2020 3:49:24 AM;142,1;48,1;43;18,9;44;
;8/11/2020 4:42:18 AM;142;48,8;44;19,7;44;
;8/11/2020 4:42:18 AM;142;48,8;44;19,7;44;
;8/11/2020 5:42:47 AM;142;49,2;44;19,7;45;
;8/11/2020 5:42:47 AM;142;49,2;44;19,7;45;
;8/11/2020 10:02:20 AM;141,8;46,3;42,5;19,2;44;
;8/11/2020 10:02:20 AM;141,8;46,3;42,5;19,2;44;
;8/11/2020 11:07:46 AM;142;46,9;43;18,8;46;
;8/11/2020 11:07:46 AM;142;46,9;43;18,8;46;
;8/11/2020 12:19:36 PM;142,1;48,2;43;19,5;45;
;8/11/2020 12:19:36 PM;142,1;48,2;43;19,5;45;
;8/11/2020 8:00:00 PM;142,1;49,6;45;19,69;42;
;8/11/2020 8:00:00 PM;142,1;49,6;45;19,69;42;
;8/11/2020 9:00:00 PM;142,1;49,8;45;21;42;
;8/11/2020 9:00:00 PM;142,1;49,8;45;21;42;
;8/11/2020 10:00:00 PM;142;49,6;45;19,6;42;
;8/11/2020 10:00:00 PM;142;49,6;45;19,6;42;
;8/11/2020 11:00:00 PM;141,9;50,2;45;19,6;42;
;8/11/2020 11:00:00 PM;141,9;50,2;45;19,6;42;
;8/12/2020 12:00:00 AM;142,1;50;45;19,6;42;
;8/12/2020 12:00:00 AM;142,1;50;45;19,6;42;
;8/12/2020 1:00:00 AM;141,9;50,2;45;19,6;42;
;8/12/2020 1:00:00 AM;141,9;50,2;45;19,6;42;
;8/12/2020 2:11:20 AM;141,9;48,5;45;19,6;42;
;8/12/2020 2:11:20 AM;141,9;48,5;45;19,6;42;
;8/12/2020 3:00:48 AM;142;49,4;45;19,6;42;
;8/12/2020 3:00:48 AM;142;49,4;45;19,6;42;
;8/12/2020 4:00:00 AM;142,1;49,4;45;19,6;42;
;8/12/2020 4:00:00 AM;142,1;49,4;45;19,6;42;
;8/12/2020 5:00:59 AM;142,1;49,8;45;19,6;42;
;8/12/2020 5:00:59 AM;142,1;49,8;45;19,6;42;
;8/12/2020 6:00:00 AM;142;49,5;44;20;45;
;8/12/2020 6:00:00 AM;142;49,5;44;20;45;
;8/12/2020 6:16:24 AM;142,3;50,6;45,2;19,7;45;
;8/12/2020 6:16:24 AM;142,3;50,6;45,2;19,7;45;
;8/12/2020 7:00:00 AM;142;49,5;44;20;45;
;8/12/2020 7:00:00 AM;142;49,5;44;20;45;
;8/12/2020 7:12:39 AM;142,2;50,3;45;19,7;45;
;8/12/2020 7:12:39 AM;142,2;50,3;45;19,7;45;
;8/12/2020 8:00:00 AM;142;50;44;20;45;
;8/12/2020 8:00:00 AM;142;50;44;20;45;
;8/12/2020 8:09:30 AM;142;50,5;45;19,7;45;
;8/12/2020 8:09:30 AM;142;50,5;45;19,7;45;
;8/12/2020 9:00:00 AM;142;48,6;44;20;45;
;8/12/2020 9:00:00 AM;142;48,6;44;20;45;
;8/12/2020 9:18:57 AM;142;50,6;45;19,6;45;
;8/12/2020 9:18:57 AM;142;50,6;45;19,6;45;
;8/12/2020 10:00:00 AM;142;48,6;44;20;45;
