Fecha/Hora;Concentración de licor pesado real (%);Frecuencia Triplex A (osc/min);Frecuencia Triplex B (osc/min);Frecuencia Triplex D (osc/min);Flujo votator A (kg gelatina/h);Flujo votator B (kg gelatina/h);Flujo votator D (kg gelatina/h);;;;
1/15/2020 12:00:00 PM;26,5;20,5;20,5;24;174,3;169,21;198,1;;;;
1/15/2020 1:00:00 PM;27,4;20,5;20,5;24;180,22;174,95;204,82;;;;
1/15/2020 2:00:00 PM;27,9;20,5;20,5;24;183,51;178,15;208,56;;;;
1/15/2020 3:00:00 PM;27,6;20,5;20,5;24;181,54;176,23;206,32;;;;
1/15/2020 4:00:00 PM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
1/15/2020 5:00:00 PM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/15/2020 6:00:00 PM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/15/2020 7:00:00 PM;27,7;20,5;20,5;25;182,2;176,87;215,69;;;;
1/15/2020 8:00:00 PM;28,03;20,5;20,5;25;184,37;178,98;218,26;;;;
1/15/2020 9:00:00 PM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/15/2020 10:00:00 PM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
1/15/2020 10:00:00 PM;29;20,5;20,5;24,5;190,75;185,17;221,3;;;;
1/15/2020 11:00:00 PM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
1/16/2020 12:00:00 AM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/16/2020 1:00:00 AM;29,1;20;20;25;186,87;181,28;226,6;;;;
1/16/2020 2:00:00 AM;28,7;20;20;25;184,31;178,78;223,48;;;;
1/16/2020 3:00:00 AM;29,5;20;20;25;189,44;183,77;229,71;;;;
1/16/2020 4:00:00 AM;30;20;20;25;192,65;186,88;233,6;;;;
1/16/2020 5:00:00 AM;29,2;19;19;25;178,42;172,8;227,37;;;;
1/16/2020 5:56:08 AM;33,1;19;19;25;202,26;195,88;257,74;;;;
1/16/2020 9:00:36 AM;19,3;18;18;0;111,92;108,21;0;;;;
1/16/2020 10:08:24 AM;25,3;19;19;0;154,59;149,72;0;;;;
1/16/2020 11:00:05 AM;26,5;20,5;20,5;0;174,3;169,21;0;;;;
1/16/2020 12:10:43 PM;26,8;20,5;20,5;0;176,28;171,12;0;;;;
1/16/2020 1:00:55 PM;26,9;20,5;20,5;0;176,93;171,76;0;;;;
1/16/2020 2:13:13 PM;27,5;20,5;20,5;22;180,88;175,59;188,44;;;;
1/16/2020 3:06:32 PM;27,7;20,5;20,5;25;182,2;176,87;215,69;;;;
1/16/2020 3:52:50 PM;27,8;21;21;25;187,18;181,84;216,47;;;;
1/16/2020 5:00:13 PM;27,8;21;21;25;187,18;181,84;216,47;;;;
1/16/2020 5:53:27 PM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
1/16/2020 7:03:31 PM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/16/2020 7:52:59 PM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/16/2020 8:51:55 PM;29,2;20,5;20,5;25;192,06;186,45;227,37;;;;
1/16/2020 11:00:00 PM;28,9;20,5;20,5;24,5;190,09;184,53;220,54;;;;
1/17/2020 12:00:46 AM;28,85;20,5;20,5;24,5;189,76;184,21;220,16;;;;
1/17/2020 1:00:33 AM;29;20,5;20,5;24,5;190,75;185,17;221,3;;;;
1/17/2020 2:00:33 AM;29,6;20,5;20,5;24,5;194,69;189;225,88;;;;
1/17/2020 3:04:17 AM;29,21;20,5;20,5;24,5;192,13;186,51;222,9;;;;
1/17/2020 4:03:00 AM;29,9;20,5;20,5;24,5;196,67;190,92;228,17;;;;
1/17/2020 4:55:43 AM;30;20,5;20,5;24,52;197,32;191,56;229,12;;;;
1/17/2020 5:12:16 AM;27;0;20,5;25;5,25;172,4;210,24;;;;
1/17/2020 6:15:01 AM;27,3;20,5;20,5;24,5;179,57;174,32;208,33;;;;
1/17/2020 7:09:04 AM;28,5;20,5;20,5;24,5;187,46;181,98;217,49;;;;
1/17/2020 8:00:28 AM;31,7;20,5;20,5;24,5;208,51;202,41;241,9;;;;
1/17/2020 9:00:38 AM;30,5;20,5;20,5;24,5;200,61;194,75;232,75;;;;
1/17/2020 2:13:20 PM;27,6;0;0;0;5,37;0;0;;;;
1/17/2020 3:00:23 PM;27,1;20,5;20,56;0;178,25;173,54;0;;;;
1/17/2020 4:08:48 PM;26,8;20,5;20,5;25;176,28;171,12;208,69;;;;
1/17/2020 5:52:19 PM;27,1;0;20,5;25;5,27;173,04;211,02;;;;
1/17/2020 7:11:47 PM;27,4;19;20,5;22;167,43;174,95;187,76;;;;
1/17/2020 8:14:10 PM;26,6;20;20,5;24;170,82;169,85;198,84;;;;
1/17/2020 8:58:31 PM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
1/17/2020 10:00:00 PM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
1/17/2020 11:00:00 PM;27,6;20,5;20,5;25;181,54;176,23;214,92;;;;
1/18/2020 12:02:32 AM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/18/2020 1:00:22 AM;27,8;20,5;20,5;25;182,85;177,51;216,47;;;;
1/18/2020 2:10:31 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/18/2020 3:08:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/18/2020 4:00:26 AM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/18/2020 5:03:33 AM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/18/2020 6:23:46 AM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/18/2020 6:50:02 AM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
1/18/2020 7:56:52 AM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
1/18/2020 8:50:56 AM;29,8;20,5;20,5;25;196,01;190,28;232,05;;;;
1/18/2020 9:57:11 AM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
1/18/2020 11:01:33 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
1/18/2020 11:57:40 AM;30,8;20,5;20,5;25;202,59;196,66;239,83;;;;
1/18/2020 2:00:00 PM;25,3;20,5;20,5;25;166,41;161,54;197,01;;;;
1/18/2020 3:00:00 PM;25;20,5;20,5;25;164,44;159,63;194,67;;;;
1/18/2020 4:00:00 PM;24,6;20,5;20,5;22;161,81;157,08;168,57;;;;
1/18/2020 5:00:00 PM;26,1;20,5;20,5;25;171,67;166,65;203,24;;;;
1/18/2020 6:00:00 PM;26,8;20,5;20,5;23;176,28;171,12;191,99;;;;
1/18/2020 7:00:00 PM;26,1;20,5;20,5;23;171,67;166,65;186,98;;;;
1/18/2020 8:00:00 PM;26,6;20,5;20,5;0;174,96;169,85;0;;;;
1/18/2020 9:00:00 PM;27,1;20,5;20,5;20;178,25;173,04;168,82;;;;
1/18/2020 10:00:00 PM;28,1;20,5;20,5;24;184,83;179,42;210,06;;;;
1/18/2020 11:00:00 PM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
1/19/2020 12:00:00 AM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/19/2020 1:10:32 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/19/2020 2:07:25 AM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/19/2020 3:00:02 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
1/19/2020 4:00:46 AM;28,8;20,5;20,56;25;189,43;184,43;224,26;;;;
1/19/2020 5:00:22 AM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
1/19/2020 6:22:14 AM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
1/19/2020 7:19:13 AM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/19/2020 7:56:08 AM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
1/19/2020 8:55:49 AM;29,7;20,5;20,5;25;195,35;189,64;231,27;;;;
1/19/2020 9:51:14 AM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/19/2020 10:46:55 AM;30,2;20,5;20,5;25;198,64;192,83;235,16;;;;
1/19/2020 11:57:23 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
1/19/2020 2:00:00 PM;24,5;20,5;20,5;25;161,15;156,44;190,78;;;;
1/19/2020 3:00:00 PM;25,2;20,5;20,5;25;165,75;160,91;196,23;;;;
1/19/2020 4:00:00 PM;26,8;20,5;20,5;25;176,28;171,12;208,69;;;;
1/19/2020 5:00:00 PM;26,2;20,5;20,5;25;172,33;167,29;204,01;;;;
1/19/2020 6:00:00 PM;27,6;20,5;20,5;25;181,54;176,23;214,92;;;;
1/19/2020 7:00:00 PM;26,9;20,5;20,5;25;176,93;171,76;209,46;;;;
1/19/2020 8:00:00 PM;26,7;20,5;20,5;25;175,62;170,48;207,91;;;;
1/19/2020 8:00:00 PM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
1/19/2020 10:00:00 PM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/19/2020 11:00:00 PM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
1/20/2020 12:00:00 AM;27,8;20,5;20,5;25;182,85;177,51;216,47;;;;
1/20/2020 1:00:48 AM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/20/2020 2:04:31 AM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
1/20/2020 3:00:00 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/20/2020 4:10:42 AM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
1/20/2020 5:05:43 AM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
1/20/2020 6:18:25 AM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
1/20/2020 7:11:22 AM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
1/20/2020 7:59:40 AM;29,7;20,5;20,5;0;195,35;189,64;0;;;;
1/20/2020 8:46:24 AM;30,4;20,5;20,5;0;199,96;194,11;0;;;;
1/20/2020 10:58:42 AM;25,3;19,5;19,5;25;158,53;153,66;197,01;;;;
1/20/2020 4:00:00 PM;30;20;20;0;192,65;186,88;0;;;;
1/20/2020 5:00:00 PM;30,6;20;20;25;196,51;190,62;238,28;;;;
1/20/2020 6:00:00 PM;31,9;19,5;19,5;25;199,89;193,75;248,4;;;;
1/20/2020 7:00:00 PM;31,9;19,5;19,5;25;199,89;193,75;248,4;;;;
1/20/2020 8:00:00 PM;25,8;19,5;19,5;25;161,67;156,7;200,9;;;;
1/20/2020 9:00:00 PM;25,4;19,5;19,5;25;159,16;154,27;197,78;;;;
1/20/2020 10:18:51 PM;25,4;19,5;19,5;25;159,16;154,27;197,78;;;;
1/20/2020 11:56:19 PM;25,7;20,5;20,5;25;169,04;164,1;200,12;;;;
1/21/2020 2:01:25 AM;25,8;20,5;20,5;22;169,7;164,74;176,79;;;;
1/21/2020 3:07:00 AM;27;20,5;20,5;0;177,59;172,4;0;;;;
1/21/2020 3:48:19 AM;27,5;20,5;20,5;2;180,88;175,59;17,13;;;;
1/21/2020 4:56:37 AM;28,3;20,5;20,5;0;186,14;180,7;0;;;;
1/21/2020 6:00:00 AM;27;20,5;20,5;0;177,59;172,4;0;;;;
1/21/2020 7:00:00 AM;28,3;20,5;20,5;0;186,14;180,7;0;;;;
1/21/2020 8:00:00 AM;29,7;20,5;20,5;25;195,35;189,64;231,27;;;;
1/21/2020 9:00:00 AM;28,4;20,5;20,5;19;186,8;181,34;168,07;;;;
1/21/2020 10:00:00 AM;28,8;20,5;20,5;22;189,43;183,89;197,35;;;;
1/21/2020 11:00:00 AM;28,7;20,5;20,5;23;188,77;183,25;205,6;;;;
1/21/2020 12:00:00 PM;28,7;20,5;20,5;23;188,77;183,25;205,6;;;;
1/21/2020 12:46:46 PM;25;20,5;20,5;0;164,44;159,63;0;;;;
1/21/2020 1:00:00 PM;29;20,5;20,5;0;190,75;185,17;0;;;;
1/21/2020 2:00:00 PM;29,5;20,5;20,5;0;194,04;188,36;0;;;;
1/21/2020 3:00:00 PM;29,1;20,5;20,5;0;191,4;185,81;0;;;;
1/21/2020 4:00:00 PM;29,7;20,5;20,5;0,5;195,35;189,64;4,63;;;;
1/21/2020 5:00:00 PM;30,1;20,5;20,5;0;197,98;192,19;0;;;;
1/21/2020 6:00:00 PM;29,4;20,5;20,5;0;193,38;187,72;0;;;;
1/21/2020 7:00:00 PM;29,2;20,5;20,5;25;192,06;186,45;227,37;;;;
1/21/2020 8:00:00 PM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/21/2020 9:00:00 PM;29,2;20,5;20,5;25;192,06;186,45;227,37;;;;
1/21/2020 10:13:04 PM;30,3;20,5;20,5;25;199,3;193,47;235,94;;;;
1/21/2020 11:06:41 PM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
1/22/2020 2:10:44 AM;25,4;19,5;19,5;24,5;159,16;154,27;193,83;;;;
1/22/2020 3:04:26 AM;26,1;19,5;19,5;25;163,55;158,52;203,24;;;;
1/22/2020 3:56:31 AM;26;20,5;20,5;25;171,01;166,01;202,46;;;;
1/22/2020 5:16:07 AM;26,4;20,5;20,5;25;173,65;168,57;205,57;;;;
1/22/2020 6:00:00 AM;26,5;20,5;20,5;25;174,3;169,21;206,35;;;;
1/22/2020 7:00:00 AM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
1/22/2020 8:00:00 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/22/2020 9:00:00 AM;27,1;20,5;20,5;25;178,25;173,04;211,02;;;;
1/22/2020 10:00:00 AM;27,3;20,5;20,5;25;179,57;174,32;212,58;;;;
1/22/2020 11:00:00 AM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
1/22/2020 12:00:00 PM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
1/22/2020 1:00:00 PM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
1/22/2020 2:00:00 PM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/22/2020 3:00:00 PM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/22/2020 4:00:00 PM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/22/2020 5:00:00 PM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
1/22/2020 6:00:00 PM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
1/22/2020 7:00:00 PM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
1/22/2020 8:00:00 PM;29,5;20,5;20,56;25;194,04;188,91;229,71;;;;
1/22/2020 9:00:00 PM;31,9;20,5;20,5;25;209,82;203,69;248,4;;;;
1/22/2020 10:00:00 PM;28,7;20;20;25;184,31;178,78;223,48;;;;
1/22/2020 11:00:00 PM;32;20;20;25;205,5;199,34;249,18;;;;
1/23/2020 12:00:00 AM;29,3;20;20;25;188,16;182,52;228,15;;;;
1/23/2020 3:00:00 AM;25,6;18;18;22;148,46;143,53;175,42;;;;
1/23/2020 4:00:00 AM;25,6;18;18;24;148,46;143,53;191,37;;;;
1/23/2020 5:00:00 AM;25,4;20;20;25;163,11;158,23;197,78;;;;
1/23/2020 6:00:00 AM;24;19;19;24;146,65;142,03;179,41;;;;
1/23/2020 7:00:00 AM;26,1;20;20;25;167,61;162,59;203,24;;;;
1/23/2020 8:00:00 AM;26,4;20;20;25;169,54;164,46;205,57;;;;
1/23/2020 9:00:00 AM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
1/23/2020 11:00:00 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/23/2020 12:00:00 PM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
1/23/2020 1:00:00 PM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/23/2020 2:00:00 PM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/23/2020 2:00:00 PM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
1/23/2020 4:00:00 PM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/23/2020 5:00:00 PM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/23/2020 6:00:00 PM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
1/23/2020 7:00:00 PM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
1/23/2020 8:00:00 PM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
1/23/2020 9:00:00 PM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
1/23/2020 10:00:00 PM;29;20;20;25;186,23;180,65;225,82;;;;
1/23/2020 11:00:00 PM;29,8;20;20;25;191,37;185,64;232,05;;;;
1/24/2020 12:00:00 AM;30,1;19,5;19,5;24;188,61;182,82;225,01;;;;
1/24/2020 1:00:00 AM;29,5;19,5;19,5;22;184,85;179,17;202,15;;;;
1/24/2020 2:00:00 AM;30,2;18,5;18,5;21;179,83;174,02;197,54;;;;
1/24/2020 6:15:55 AM;21,6;18,5;18,5;21;128,62;124,46;141,28;;;;
1/24/2020 7:15:22 AM;22,5;18;18;21;130,48;126,15;147,17;;;;
1/24/2020 7:57:48 AM;24,5;18,5;18,5;24;145,89;141,17;183,15;;;;
1/24/2020 8:57:09 AM;25,8;20;0;25;165,68;0;200,9;;;;
1/24/2020 10:09:54 AM;26,6;20;20;25;170,82;165,7;207,13;;;;
1/24/2020 11:05:31 AM;27,8;20;20;25;178,53;173,18;216,47;;;;
1/24/2020 12:00:00 PM;27,7;20,5;20,5;25;182,2;176,87;215,69;;;;
1/24/2020 1:00:00 PM;27,8;20,5;20,5;25;182,85;177,51;216,47;;;;
1/24/2020 2:18:15 PM;27,8;20,5;20,5;25;182,85;177,51;216,47;;;;
1/24/2020 3:16:20 PM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/24/2020 3:57:19 PM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
1/24/2020 4:56:28 PM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/24/2020 5:47:20 PM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/24/2020 6:58:01 PM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/24/2020 7:51:30 PM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
1/24/2020 9:01:42 PM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
1/24/2020 10:00:00 PM;29,6;20,5;20,5;25;194,69;189;230,49;;;;
1/24/2020 11:00:00 PM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
1/25/2020 1:00:00 AM;29,9;20,5;20,5;25;196,67;190,92;232,83;;;;
1/25/2020 2:00:00 AM;29,2;19,5;19,5;25;182,97;177,35;227,37;;;;
1/25/2020 6:01:13 AM;22,3;0;0;0;4,34;0;0;;;;
1/25/2020 7:14:54 AM;26,7;18;18;20;154,84;149,69;166,33;;;;
1/25/2020 8:02:37 AM;26,5;19,5;19,5;24;166,05;160,95;198,1;;;;
1/25/2020 8:52:31 AM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
1/25/2020 9:00:41 AM;26,7;20;20;25;171,46;166,33;207,91;;;;
1/25/2020 10:00:00 AM;25,8;20;20;25;165,68;160,72;200,9;;;;
1/25/2020 11:09:26 AM;26,6;20;20;25;170,82;165,7;207,13;;;;
1/25/2020 12:00:00 PM;30,1;20,5;20,5;25;197,98;192,19;234,38;;;;
1/25/2020 12:00:17 PM;27,1;20;20;25;174,03;168,82;211,02;;;;
1/25/2020 1:00:17 PM;26,8;20;20;25;172,1;166,95;208,69;;;;
1/25/2020 2:15:50 PM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
1/25/2020 3:04:16 PM;28;20;20;25;179,81;174,42;218,03;;;;
1/25/2020 3:48:38 PM;28;20;20;25;179,81;174,42;218,03;;;;
1/25/2020 4:46:40 PM;27,9;20;20;25;179,17;173,8;217,25;;;;
1/25/2020 5:53:32 PM;27,6;20;20;25;177,24;171,93;214,92;;;;
1/25/2020 7:10:44 PM;26,8;20,5;20,5;25;176,28;171,12;208,69;;;;
1/25/2020 8:03:43 PM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
1/25/2020 10:00:00 PM;29,2;20,5;20,5;25;192,06;186,45;227,37;;;;
1/25/2020 11:00:00 PM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
1/26/2020 1:00:36 AM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
1/26/2020 1:04:21 AM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
1/26/2020 2:14:07 AM;29,5;20,5;20;25;194,04;183,77;229,71;;;;
1/26/2020 2:56:32 AM;29,6;20,5;20;25;194,69;184,39;230,49;;;;
1/26/2020 4:07:32 AM;30,3;20;20;25;194,58;188,75;235,94;;;;
1/26/2020 5:01:45 AM;30,1;20;20;25;193,3;187,51;234,38;;;;
1/26/2020 7:09:52 AM;23,4;20;20;25;150,27;145,77;182,21;;;;
1/26/2020 8:02:17 AM;26,1;20,5;19,5;25;171,67;158,52;203,24;;;;
1/26/2020 8:52:59 AM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
1/26/2020 9:50:23 AM;26,5;20,5;20,5;25;174,3;169,21;206,35;;;;
1/26/2020 10:54:40 AM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
1/26/2020 11:50:58 AM;27,3;20,5;20,5;25;179,57;174,32;212,58;;;;
1/26/2020 2:00:00 PM;27,7;20,5;20,5;25;182,2;176,87;215,69;;;;
1/26/2020 3:00:00 PM;27,8;20,5;20,5;25;182,85;177,51;216,47;;;;
1/26/2020 4:00:00 PM;27,7;20,5;20,5;25;182,2;176,87;215,69;;;;
1/26/2020 5:00:00 PM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/26/2020 6:00:00 PM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/26/2020 7:00:00 PM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/26/2020 8:00:00 PM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
1/26/2020 9:00:00 PM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
1/26/2020 10:00:00 PM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
1/26/2020 11:00:00 PM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
1/27/2020 12:00:00 AM;29,6;20,5;20,5;25;194,69;189;230,49;;;;
1/27/2020 1:00:30 AM;29,6;20,5;20,5;25;194,69;189;230,49;;;;
1/27/2020 2:09:30 AM;29,7;20,5;20,5;25;195,35;189,64;231,27;;;;
1/27/2020 3:10:18 AM;29,7;20,5;20,5;25;195,35;189,64;231,27;;;;
1/27/2020 4:00:39 AM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
1/27/2020 5:05:56 AM;30,2;20,5;20,5;25;198,64;192,83;235,16;;;;
1/27/2020 6:17:04 AM;30,8;20,5;20,5;25;202,59;196,66;239,83;;;;
1/27/2020 7:04:40 AM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
1/27/2020 9:21:27 AM;20,7;19;19,3;22;126,49;124,44;141,84;;;;
1/27/2020 10:07:57 AM;25;20,5;20,5;25;164,44;159,63;194,67;;;;
1/27/2020 11:01:44 AM;25,1;20,5;20,5;25;165,09;160,27;195,45;;;;
1/27/2020 12:00:14 PM;25,8;20,5;20,5;25;169,7;164,74;200,9;;;;
1/27/2020 12:10:46 PM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
1/27/2020 1:02:10 PM;26,1;20,5;20,5;25;171,67;166,65;203,24;;;;
1/27/2020 2:00:00 PM;26,9;20,5;20,5;25;176,93;171,76;209,46;;;;
1/27/2020 3:00:00 PM;26,4;20,5;20,5;25;173,65;168,57;205,57;;;;
1/27/2020 4:00:00 PM;27,6;20,5;20,5;25;181,54;176,23;214,92;;;;
1/27/2020 5:00:00 PM;27,6;20,5;20,5;25;181,54;176,23;214,92;;;;
1/27/2020 6:00:00 PM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
1/27/2020 7:00:00 PM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
1/27/2020 8:00:00 PM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
1/27/2020 9:00:00 PM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
1/27/2020 10:00:00 PM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/27/2020 11:00:00 PM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/28/2020 12:13:08 AM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
1/28/2020 1:00:42 AM;29,2;20,5;20,5;25;192,06;186,45;227,37;;;;
1/28/2020 2:00:02 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
1/28/2020 3:04:53 AM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
1/28/2020 4:00:24 AM;29,9;20,5;20,5;25;196,67;190,92;232,83;;;;
1/28/2020 5:09:12 AM;30,7;20,5;20,5;25;201,93;196,02;239,05;;;;
1/28/2020 6:17:25 AM;29,9;20,5;20,5;25;196,67;190,92;232,83;;;;
1/28/2020 10:59:41 AM;23,7;0,5;0;22;8,3;0;162,4;;;;
1/28/2020 12:16:58 PM;26,2;20,5;20,5;25;172,33;167,29;204,01;;;;
1/28/2020 12:55:59 PM;26;20,5;20,5;25;171,01;166,01;202,46;;;;
1/28/2020 2:00:00 PM;26,4;20,5;20,5;25;173,65;168,57;205,57;;;;
1/28/2020 3:00:00 PM;26,1;20,5;20,5;25;171,67;166,65;203,24;;;;
1/28/2020 4:00:00 PM;26,9;20,5;20,5;25;176,93;171,76;209,46;;;;
1/28/2020 5:00:00 PM;26,1;20,5;20,5;25;171,67;166,65;203,24;;;;
1/28/2020 6:00:00 PM;27,1;20,5;20,5;25;178,25;173,04;211,02;;;;
1/28/2020 7:00:00 PM;26,4;20,5;20,5;25;173,65;168,57;205,57;;;;
1/28/2020 8:00:00 PM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
1/28/2020 9:00:00 PM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
1/28/2020 10:04:44 PM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
1/28/2020 11:04:33 PM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/29/2020 12:04:48 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
1/29/2020 12:57:45 AM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
1/29/2020 1:49:34 AM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
1/29/2020 3:05:51 AM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/29/2020 3:59:36 AM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
1/29/2020 4:52:41 AM;29,2;20,5;20,56;25;192,06;186,99;227,37;;;;
1/29/2020 6:00:00 AM;28,9;20;20;24;185,59;180,03;216,04;;;;
1/29/2020 7:00:00 AM;28,4;20;20;24;182,38;176,92;212,3;;;;
1/29/2020 2:00:00 PM;26,6;18,5;18,5;24;158,4;153,28;198,84;;;;
1/29/2020 3:00:00 PM;26,3;19;19;24;160,7;155,64;196,6;;;;
1/29/2020 4:00:00 PM;25,3;19;19;24;154,59;149,72;189,13;;;;
1/29/2020 5:00:00 PM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
1/29/2020 6:00:00 PM;26,9;20,5;20,5;25;176,93;171,76;209,46;;;;
1/29/2020 7:00:00 PM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
