Número de extracción;Fecha;Número tanque de residuo;Temperatura final de adición de vapor (°C);Tiempo de adición de vapor (min);Nivel de vacio (in);Claridad final (NTU);pH Inicial;pH final;Concentración licor de residuo (%);Volumen licor de residuo (L);Peso de carnaza de residuo (kg)
153;2018-06-14;2;41,0;0:00;8;45;4,15;4,91;1,8;5.930;104
153;2018-06-14;2;63,0;2:00;10;74;3,80;5,02;3,2;5.721;183
153;2018-06-14;1;65,0;2:30;18;26;4,20;4,96;4,0;10.470;419
153;2018-06-14;2;60,0;2:00;10;74;4,73;4,73;3,6;5.721;206
153;2018-06-14;1;55,0;2:00;9;68;4,88;4,88;4,6;11.262;523
153;2018-06-14;2;66,0;1:45;8;37;4,50;5,33;3,7;5.930;218
153;2018-06-14;1;66,0;0:00;10;74;4,39;5,30;4,5;11.707;524
154;2018-06-15;1;38,0;0:00;22;66;4,60;5,50;3,0;10.118;304
154;2018-06-15;2;43,0;0:00;16;85;4,20;5,60;4,5;5.094;229
154;2018-06-15;1;63,0;2:00;8;57;3,50;4,55;1,1;11.350;125
154;2018-06-15;2;65,0;3:00;10;48;3,77;4,88;1,1;5.721;63
154;2018-06-15;1;68,0;1:30;7;23;4,15;4,78;3,5;11.438;400
154;2018-06-15;2;68,0;1:30;9;38;4,15;4,95;3,5;5.826;204
155;2018-06-16;1;43,0;0:00;8;73;4,76;5,22;1,8;11.350;204
155;2018-06-16;2;51,0;0:00;5;79;3,71;4,84;3,0;6.244;187
155;2018-06-16;1;63,0;3:00;6;90;4,78;5,10;2,5;11.526;288
155;2018-06-16;1;65,0;0:00;6;78;4,14;4,80;3,2;11.526;369
155;2018-06-16;2;70,0;2:00;8;23;4,44;4,91;5,5;5.930;326
155;2018-06-16;2;70,0;2:00;8;40;3,95;4,60;3,8;5.930;228
155;2018-06-16;1;63,0;2:00;5;34;4,10;4,95;4,2;11.613;492
156;2018-06-18;1;37,0;0:00;4;54;3,83;4,75;2,1;11.701;243
156;2018-06-18;2;38,0;0:00;5;66;4,00;4,59;6,4;6.244;400
156;2018-06-18;1;63,0;0:00;6;51;3,94;4,80;3,0;11.526;350
156;2018-06-18;2;78,0;1:00;4;54;4,21;4,65;3,7;6.349;234
156;2018-06-18;1;68,0;1:15;10;88;4,30;5,20;3,8;11.174;429
157;2018-06-19;1;38,0;0:00;8;55;4,19;4,80;1,9;11.350;218
157;2018-06-19;2;44,0;0:00;10;43;4,02;4,80;2,6;5.721;146
157;2018-06-19;1;62,0;4:30;5;51;4,36;5,00;1,6;11.613;186
157;2018-06-19;2;66,0;1:10;6;43;4,09;4,70;4,2;6.140;255
157;2018-06-19;2;61,0;1:00;6;68;4,39;5,20;2,2;6.140;133
157;2018-06-19;1;63,0;0:00;12;69;4,41;5,00;6,4;10.998;704
158;2018-06-20;1;39,0;0:00;8;36;3,65;4,60;2,0;11.350;227
158;2018-06-20;2;41,0;0:00;5;60;3,75;5,29;2,9;6.244;180
158;2018-06-20;2;67,0;2:00;8;14;4,10;4,95;4,1;5.930;243
158;2018-06-20;1;72,0;2:00;5;42;4,35;5,03;3,2;11.613;372
158;2018-06-20;2;71,0;2:00;10;20;4,21;5,17;3,6;5.721;206
158;2018-06-20;1;66,0;2:00;6;40;3,80;4,70;2,6;11.526;295
158;2018-06-20;1;55,0;2:00;7;45;4,90;4,90;3,2;11.438;366
158;2018-06-20;2;56,0;2:00;8;68;4,27;4,56;2,4;5.930;142
159;2018-06-21;2;41,0;0:00;8;116;4,10;4,83;4,0;5.930;237
159;2018-06-21;1;64,0;0:50;8;51;4,20;4,80;6,4;11.350;726
160;2018-06-22;2;64,0;0:00;7;43;3,90;5,60;4,2;6.035;253
160;2018-06-22;1;61,0;1:30;8;82;4,10;4,70;4,0;11.350;454
160;2018-06-22;1;68,0;2:00;5;74;4,20;4,80;3,9;11.613;455
161;2018-06-23;1;38,0;0:00;7;67;3,71;4,70;3,1;11.438;355
161;2018-06-23;2;43,0;0:00;6;50;4,30;4,75;5,2;6.140;319
161;2018-06-23;1;66,1;2:30;7;63;3,91;4,51;4,2;11.438;480
161;2018-06-23;2;63,5;2:00;5;59;4,22;4,97;2,7;6.244;169
162;2018-06-24;1;36,0;0:00;6;42;3,85;4,52;4,2;11.526;484
162;2018-06-24;2;40,0;0:00;5;25;4,45;4,87;5,1;6.244;318
162;2018-06-24;2;63,0;2:00;6;40;4,35;4,66;9,2;6.140;565
162;2018-06-24;1;64,0;1:30;4;43;4,12;4,91;4,5;11.701;527
162;2018-06-24;1;65,0;1:00;7;30;4,12;4,62;6,1;11.438;698
163;2018-06-25;1;37,0;0:00;8;66;4,20;4,70;2,7;11.350;309
163;2018-06-25;2;38,0;0:00;7;40;4,12;4,95;1,9;6.035;116
163;2018-06-25;1;64,0;2:00;6;48;4,31;4,88;2,3;11.526;267
163;2018-06-25;2;62,0;1:00;10;51;4,08;5,10;5,2;5.721;298
163;2018-06-25;1;68,0;1:00;8;34;3,89;5,20;5,2;11.350;590
163;2018-06-26;1;42,0;0:00;8;75;3,70;4,50;1,9;11.350;218
164;2018-06-26;2;44,0;0:00;7;49;3,56;4,67;2,2;6.035;130
164;2018-06-26;2;68,0;1:30;5;42;4,10;4,73;6,0;6.244;375
164;2018-06-26;1;67,0;2:00;8;22;4,08;4,75;3,3;11.350;370
164;2018-06-26;2;67,0;2:00;5;52;4,10;6,03;4,6;6.244;288
165;2018-06-28;1;40,0;0:00;6;78;4,17;4,82;2,6;11.526;295
165;2018-06-28;2;38,0;0:00;5;69;4,33;4,57;3,1;6.244;195
165;2018-06-28;2;66,0;2:00;5;34;4,11;4,80;4,8;6.244;300
165;2018-06-28;1;68,0;2:00;6;38;4,30;4,58;3,2;11.526;369
165;2018-06-28;1;67,0;2:00;5;45;4,50;4,81;5,4;11.613;632
166;2018-06-29;1;60,0;4:00;8;38;3,70;4,85;3,5;11.350;397
166;2018-06-29;2;56,0;4:00;6;36;4,46;5,02;4,3;6.140;264
166;2018-06-29;1;58,0;0:00;7;48;3,46;4,80;5,1;11.438;583
166;2018-06-29;2;59,0;0:00;6;4;3,80;5,87;4,3;6.140;264
167;2018-06-30;1;41,0;0:00;10;78;4,10;4,80;5,1;11.174;570
167;2018-06-30;2;37,0;0:00;7;85;5,05;5,05;1,7;6.035;103
168;2018-07-01;1;69,0;2:30;6;22;4,11;4,59;4,6;11.526;535
168;2018-07-01;2;69,0;2:30;5;51;4,22;4,69;5,3;6.244;330
168;2018-07-01;2;61,0;2:00;7;34;4,37;4,70;4,2;6.035;256
168;2018-07-01;1;70,0;3:30;5;22;4,25;4,71;4,6;11.613;530
168;2018-07-01;1;69,0;2:00;8;81;4,48;4,76;4,6;11.350;518
168;2018-07-01;2;69,0;2:00;5;70;4,55;4,88;4,6;6.244;285
169;2018-07-02;1;67,0;3:00;6;65;4,23;4,59;2,8;11.526;323
169;2018-07-02;2;68,0;3:00;4;83;4,17;4,76;2,3;6.349;146
169;2018-07-02;2;70,0;1:30;9;35;3,70;4,39;4,7;5.826;274
169;2018-07-02;1;64,0;1:30;7;48;4,10;4,41;2,8;11.438;320
169;2018-07-02;2;64,0;1:30;11;96;4,78;4,86;2,6;5.617;146
169;2018-07-02;1;72,0;1:00;8;50;4,78;5,02;7,1;11.350;806
169;2018-07-02;2;72,0;1:00;10;41;3,70;4,82;3,50;5.721;200
170;2018-07-03;1;57,0;2:00;10;54;4,17;4,90;4,6;11.174;510
170;2018-07-03;2;56,0;2:00;6;68;4,17;4,80;3,8;6.140;236
170;2018-07-03;1;66,0;2:00;5;40;4,22;4,77;4,0;11.613;465
170;2018-07-03;2;70,0;1:00;7;27;4,30;4,66;8,6;6.035;517
170;2018-07-03;1;68,0;1:00;6;66;4,21;4,57;4,8;11.526;553
171;2018-07-04;1;61,0;3:00;7;51;4,30;4,68;2,4;11.438;275
171;2018-07-04;2;61,0;3:00;6;40;4,30;5,10;6,2;6.140;378
171;2018-07-04;1;70,0;0:00;8;22;4,15;4,81;7,4;11.350;835
171;2018-07-04;2;68,0;2:00;5;52;4,07;4,55;4,4;6.244;275
171;2018-07-04;1;69,0;1:30;5;33;4,11;4,73;4,1;11.613;474
171;2018-07-04;2;69,0;1:30;5;57;4,37;4,89;4,9;6.244;305
172;2018-07-05;1;71,0;2:00;9;25;4,39;4,60;4,6;11.262;514
172;2018-07-05;2;73,0;2:00;8;30;4,39;4,65;4,8;5.930;285
172;2018-07-05;1;71,0;2:00;5;38;4,30;4,81;4,6;11.613;530
172;2018-07-05;2;70,0;2:00;5;82;4,35;4,75;4,6;6.244;285
172;2018-07-05;1;68,0;0:00;7;17;4,21;4,67;3,0;11.438;339
172;2018-07-05;2;68,0;0:00;8;18;4,21;5,00;3,0;5.930;176
173;2018-07-07;1;71,0;3:30;9;20;4,26;4,92;3,8;11.262;423
173;2018-07-07;2;71,0;0:00;7;28;4,31;5,02;4,6;6.035;280
173;2018-07-07;2;69,0;12:00;7;30;4,35;4,92;5,0;6.035;299
173;2018-07-07;1;65,0;2:00;8;24;4,32;4,59;4,8;11.350;545
173;2018-07-07;2;59,0;2:30;10;77;4,51;5,05;5,4;5.721;311
173;2018-07-07;1;59,0;2:30;5;14;4,51;4,75;5,0;11.613;585
174;2018-07-08;2;71,0;2:00;8;40;4,05;5,10;3,8;5.930;228
174;2018-07-08;1;68,0;2:00;5;15;4,35;5,15;1,8;11.613;214
174;2018-07-08;1;68,0;2:00;8;57;4,15;5,28;1,5;11.350;173
174;2018-07-08;2;68,0;2:00;7;26;4,21;4,10;2,9;6.035;174
175;2018-07-09;1;69,0;2:30;9;18;4,72;4,90;6,1;11.262;687
175;2018-07-09;2;72,0;2:30;7;42;3,70;4,94;7,2;6.035;435
175;2018-07-09;2;72,0;2:00;7;27;4,40;4,98;3,6;6.035;217
175;2018-07-09;1;69,0;2:00;9;29;4,20;4,99;3,8;11.262;428
175;2018-07-09;1;72,0;2:00;6;36;4,24;5,02;2,4;11.526;277
175;2018-07-09;2;69,0;2:00;8;27;4,32;5,03;3,2;5.930;190
176;2018-07-10;2;71,0;3:00;10;18;4,48;4,99;4,4;5.721;252
176;2018-07-10;2;71,0;3:00;9;31;4,40;4,98;2,9;5.826;169
176;2018-07-10;2;52,0;2:00;10;48;4,40;4,85;4,9;5.721;279
176;2018-07-10;1;56,0;0:00;8;14;4,40;4,60;3,6;11.350;409
176;2018-07-10;2;62,0;0:00;7;51;4,12;4,54;4,3;6.035;261
176;2018-07-10;1;59,0;0:00;5;38;4,31;4,74;2,7;11.613;316
176;2018-07-10;2;59,0;0:00;4;51;4,31;4,83;1,8;6.349;117
177;2018-07-10;1;70,0;2:00;8;41;3,50;5,00;4,6;11.350;522
177;2018-07-10;2;70,0;2:00;6;7;3,70;4,90;3,8;6.140;233
177;2018-07-10;1;70,0;2:00;10;25;3,90;4,95;3,9;11.174;436
177;2018-07-10;1;69,0;1:00;8;37;3,77;4,20;5,8;11.350;658
177;2018-07-10;2;69,0;1:00;7;50;3,80;4,80;5,2;6.035;314
177;2018-07-10;1;69,0;1:00;11;50;5,64;5,64;2,9;11.086;321
178;2018-07-11;2;71,0;1:30;5;14;3,74;4,50;5,0;6.244;315
178;2018-07-11;1;71,0;1:30;8;56;4,20;4,90;2,6;11.350;291
178;2018-07-11;1;69,0;1:30;8;39;3,96;5,10;2,8;11.350;318
178;2018-07-11;1;69,0;1:30;10;46;4,36;5,20;4,0;11.174;447
178;2018-07-11;2;69,0;2:00;5;56;6,25;6,25;2,9;6.244;181
179;2018-07-12;2;70,0;2:20;15;37;4,00;5,70;4,8;5.198;250
179;2018-07-12;1;70,0;2:20;10;38;3,60;4,20;3,5;11.174;393
179;2018-07-12;2;68,0;2:30;15;33;3,86;4,80;3,7;5.198;191
179;2018-07-12;1;68,0;2:30;10;73;4,60;4,70;3,6;11.174;402
179;2018-07-12;2;68,0;2:30;8;56;4,15;5,20;2,6;5.930;152
180;2018-07-13;2;70,0;2:20;5;76;4,35;4,80;2,4;6.244;150
180;2018-07-13;1;59,0;1:30;10;50;4,65;4,65;4,9;11.174;545
180;2018-07-13;1;62,0;2:30;8;50;3,90;4,60;4,4;11.350;499
180;2018-07-13;1;60,0;1:30;8;15;3,80;4,27;4,7;11.350;536
181;2018-07-14;2;74,0;1:30;10;9;3,99;4,36;5,0;5.721;284
181;2018-07-14;1;68,0;3:00;7;41;4,69;5,49;2,8;11.438;320
181;2018-07-14;1;59,0;3:00;15;9;3,90;4,70;3,6;10.734;386
181;2018-07-14;2;62,0;2:00;10;48;4,50;5,20;2,7;5.721;156
181;2018-07-14;1;54,0;1:30;8;57;4,00;4,70;3,8;11.350;427
181;2018-07-14;2;54,0;1:30;15;60;4,22;5,10;3,5;5.198;183
181;2018-07-14;2;54,0;0:00;6;64;4,20;4,74;3,4;6.140;206
182;2018-07-18;1;47,0;1:00;8;74;3,90;4,40;4,3;11.350;488
182;2018-07-18;2;53,0;1:00;10;79;3,88;4,98;4,0;5.721;229
182;2018-07-18;1;66,0;1:00;9;52;4,02;4,51;4,5;11.262;507
182;2018-07-18;2;66,0;1:00;8;22;3,96;4,82;4,8;5.930;285
182;2018-07-18;2;59,0;2:00;7;93;4,42;4,96;3,7;6.035;223
182;2018-07-18;1;50,0;1:00;8;80;4,60;4,84;3,9;11.350;443
182;2018-07-18;2;50,0;0:00;6;45;4,20;5,50;1,5;6.140;92
182;2018-07-18;1;50,0;0:00;7;65;3,80;4,83;2,0;11.438;229
183;2018-07-19;1;58,0;3:00;5;44;3,90;4,70;3,7;11.613;430
183;2018-07-19;2;58,0;3:00;10;44;3,90;4,75;3,7;5.721;212
183;2018-07-19;2;60,0;1:00;5;50;3,80;4,90;7,3;6.244;456
183;2018-07-19;2;60,0;1:00;7;78;3,90;4,70;5,0;6.035;302
183;2018-07-19;2;58,0;2:00;10;21;3,95;4,80;7,6;5.721;435
183;2018-07-19;1;60,0;2:00;8;27;4,00;4,50;6,7;11.350;760
184;2018-07-20;2;69,0;5:00;8;45;4,04;4,81;4,8;5.930;285
184;2018-07-20;1;71,0;2:00;5;28;4,25;4,70;6,5;11.613;755
184;2018-07-20;2;70,0;2:00;8;18;4,25;5,01;5,0;5.930;297
184;2018-07-20;1;70,0;2:00;5;64;4,37;4,72;5,4;11.613;627
185;2018-07-21;1;66,0;2:00;23;55;4,64;4,64;5,4;10.043;538
185;2018-07-21;2;71,0;1:00;7;23;4,21;4,21;5,0;6.035;304
185;2018-07-21;1;56,0;0:00;9;42;4,54;4,54;4,0;11.262;450
185;2018-07-21;2;62,0;0:00;9;30;4,75;4,75;4,2;5.826;247
185;2018-07-21;2;56,0;0:00;10;37;4,99;4,99;4,9;5.721;279
186;2018-07-22;2;65,0;2:00;8;66;4,86;4,86;5,6;5.930;332
186;2018-07-22;1;65,0;2:00;9;42;4,92;4,92;4,7;11.262;532
186;2018-07-22;2;68,0;2:00;9;45;4,57;4,57;3,9;5.826;228
186;2018-07-22;1;68,0;2:00;5;42;4,35;4,71;3,5;11.613;409
186;2018-07-22;2;68,0;2:00;8;27;4,35;4,75;3,6;5.930;213
187;2018-07-23;1;68,0;2:30;8;47;4,56;4,56;3,2;11.350;363
187;2018-07-23;2;70,0;1:45;7;61;4,75;4,75;7,9;6.035;478
187;2018-07-23;2;66,0;1:30;8;65;4,51;4,51;4,8;5.930;285
187;2018-07-23;1;69,0;1:00;9;68;4,69;4,69;4,6;11.262;518
187;2018-07-23;1;70,0;1:30;15;36;3,99;5,11;3,2;10.734;344
188;2018-07-24;1;69,0;3:30;10;55;3,90;4,80;4,8;11.174;536
188;2018-07-24;2;69,0;3:30;7;42;4,10;4,70;5,6;6.035;338
188;2018-07-24;1;69,0;3:30;5;27;4,10;4,80;5,9;11.613;688
188;2018-07-24;2;70,0;2:30;5;60;3,80;4,90;4,6;6.244;285
188;2018-07-24;1;70,0;2:30;8;77;4,01;4,95;4,8;11.350;545
188;2018-07-24;2;71,0;2:00;7;68;4,65;4,65;3,6;6.035;217
189;2018-07-26;1;70,0;1:30;7;22;4,33;4,75;5,4;11.438;618
189;2018-07-26;2;68,0;1:30;9;50;4,55;4,55;4,2;5.826;245
189;2018-07-26;1;68,0;1:30;5;32;3,90;4,85;4,0;11.613;465
189;2018-07-26;2;68,0;1:00;5;43;4,10;4,90;4,5;6.244;281
190;2018-07-27;1;68,0;1:30;8;44;3,90;4,60;5,0;11.350;567
190;2018-07-27;2;70,0;2:30;10;42;4,05;4,60;7,8;5.721;446
190;2018-07-27;1;70,0;2:30;7;33;3,80;4,70;5,8;11.438;663
190;2018-07-27;1;70,0;1:30;15;38;3,90;4,80;6,0;10.734;644
191;2018-07-28;1;69,0;2:00;12;36;4,10;4,76;5,0;10.998;550
191;2018-07-28;1;70,0;2:00;6;76;4,05;4,70;5,2;11.526;599
191;2018-07-28;2;71,0;2:00;8;32;3,94;4,60;3,2;5.930;190
191;2018-07-28;1;42,0;2:30;7;36;4,15;4,95;4,0;11.438;458
192;2018-07-29;2;69,0;3:30;5;32;4,50;5,05;5,3;6.244;331
192;2018-07-29;1;69,0;3:30;5;63;4,05;4,60;5,2;11.613;604
192;2018-07-29;1;57,0;3:00;7;38;3,70;4,75;6,8;11.438;778
192;2018-07-29;2;54,0;3:00;5;32;3,70;4,65;6,8;6.244;425
192;2018-07-29;2;61,0;2:00;8;56;3,75;4,60;8,8;5.930;522
192;2018-07-29;1;69,0;2:00;8;81;3,97;4,81;7,0;11.350;790
192;2018-07-29;2;69,0;2:00;5;74;4,20;5,05;6,3;6.244;395
192;2018-07-29;2;69,0;3:30;5;60;4,00;4,90;4,2;6.244;265
192;2018-07-29;1;65,0;2:00;5;58;4,10;4,91;4,3;11.613;502
192;2018-07-29;2;65,0;2:00;8;90;3,95;4,96;4,2;5.930;247
194;2018-05-08;1;72,0;14:00;5;51;4,60;4,95;1,8;11.613;204
194;2018-05-08;2;68,0;14:00;17;55;4,00;4,86;6,3;4.989;315
194;2018-05-09;1;69,0;3:00;9;34;3,80;4,78;4,6;11.262;514
194;2018-05-10;2;69,0;3:00;7;42;4,30;4,99;4,1;6.035;246
195;2018-08-06;1;69,0;3:00;8;25;3,90;4,73;3,8;11.350;436
195;2018-08-06;2;68,0;3:00;9;23;4,40;4,71;4,4;5.826;256
195;2018-08-06;1;69,0;3:00;8;17;4,39;4,98;3,8;11.350;436
195;2018-08-06;2;70,0;3:00;8;21;4,31;4,47;5,7;5.930;337
195;2018-08-06;2;72,0;2:00;9;23;3,94;4,53;5,4;5.826;312
195;2018-08-06;2;66,0;2:00;21;33;3,99;4,51;6,6;4.571;303
196;2018-08-07;2;68,0;3:00;16;37;4,16;5,08;2,6;5.094;134
196;2018-08-07;1;70,0;2:30;6;24;4,16;4,49;3,1;11.526;360
196;2018-08-07;2;56,0;0:00;7;26;4,32;4,55;3,1;6.035;188
196;2018-08-07;1;60,0;0:00;9;37;4,32;4,63;3,9;11.262;441
196;2018-08-07;2;62,0;0:00;7;48;4,23;5,70;4,5;6.035;270
196;2018-08-07;2;64,0;0:00;6;45;4,44;5,60;4,0;6.140;246
196;2018-08-07;1;58,0;0:00;4;44;4,12;4,77;4,8;11.701;562
197;2018-08-08;1;70,0;4:15;7;75;5,10;5,10;3,8;11.438;439
197;2018-08-08;2;70,0;4:15;10;32;4,30;4,75;4,2;5.721;238
197;2018-08-08;1;70,0;4:15;5;16;4,30;4,70;4,2;11.613;483
197;2018-08-08;1;67,0;1:45;5;54;4,00;5,05;4,6;11.613;530
197;2018-08-08;2;67,0;1:45;8;69;4,31;4,95;4,2;5.930;247
197;2018-08-08;1;71,0;1:30;5;26;4,35;4,75;4,6;11.613;530
198;2018-08-09;2;70,0;4:00;8;22;4,49;4,91;3,8;5.930;223
198;2018-08-09;1;60,0;4:00;7;30;3,74;5,09;3,1;11.438;357
198;2018-08-09;2;68,0;4:00;6;45;3,91;4,65;4,6;6.140;285
198;2018-08-09;1;68,0;4:00;8;33;4,05;4,72;4,2;11.350;481
198;2018-08-09;1;70,0;2:00;7;18;4,17;4,67;4,8;11.438;549
198;2018-08-09;2;70,0;2:00;5;34;4,17;4,58;5,4;6.244;335
199;2018-08-12;2;76,0;1:00;15;10;4,05;4,80;5,2;5.198;270
199;2018-08-12;1;81,0;6:00;5;31;4,45;4,81;2,6;11.613;307
199;2018-08-12;1;84,0;4:00;5;25;4,45;5,00;1,9;11.613;223
199;2018-08-12;2;84,0;4:00;6;18;4,23;4,78;1,8;6.140;108
199;2018-08-12;1;81,0;6:00;14;24;4,21;4,98;3,5;10.822;381
199;2018-08-12;1;81,0;6:00;16;36;4,21;5,02;3,5;10.646;375
200;2018-08-13;2;79,0;1:30;7;100;4,23;4,98;5,2;6.035;314
200;2018-08-13;1;80,0;3:30;10;50;4,35;5,09;4,5;11.174;503
200;2018-08-13;2;63,0;3:30;6;20;4,43;4,94;4,5;6.140;276
200;2018-08-13;1;63,0;3:30;6;40;4,50;4,96;7,0;11.526;807
200;2018-08-13;2;72,0;3:30;7;60;4,47;4,99;7,3;6.035;441
200;2018-08-13;1;70,0;2:00;5;9;4,45;5,00;5,0;11.613;583
201;2018-08-14;2;75,0;4:10;13;58;3,54;4,97;4,8;5.407;260
201;2018-08-14;1;75,0;4:10;5;93;4,32;4,90;4,8;11.613;557
201;2018-08-14;1;75,0;4:00;10;55;4,70;4,70;6,2;11.174;688
202;2018-08-15;1;75,0;4:00;7;30;3,95;4,90;4,6;11.438;531
202;2018-08-15;2;75,0;4:00;9;35;3,45;4,50;5,4;5.826;312
202;2018-08-15;2;75,0;2:30;7;12;3,98;5,03;3,6;6.035;217
202;2018-08-15;1;73,0;2:30;9;32;4,00;4,90;3,9;11.262;441
202;2018-08-15;1;73,0;2:30;8;55;4,17;4,69;4,5;11.350;508
203;2018-08-16;2;79,0;0:00;6;25;3,90;4,99;3,9;6.140;241
203;2018-08-16;1;85,0;12:00;8;93;4,66;4,89;5,4;11.350;608
203;2018-08-16;2;85,0;5:30;7;85;4,50;5,02;6,0;6.035;362
203;2018-08-16;1;85,0;5:30;5;43;4,35;4,85;8,0;11.613;929
203;2018-08-16;2;89,0;3:00;8;75;3,20;4,67;6,2;5.930;365
203;2018-08-16;1;89,0;3:00;7;97;3,21;4,71;6,1;11.438;695
204;2018-08-17;2;76,0;4:00;7;28;4,05;4,66;5,4;6.035;323
204;2018-08-17;1;76,0;4:00;9;25;4,05;4,89;4,8;11.262;541
204;2018-08-17;1;81,0;4:00;10;30;4,15;4,85;5,4;11.174;608
204;2018-08-17;2;81,0;4:00;9;25;4,20;4,99;7,2;5.826;419
204;2018-08-17;2;76,0;4:00;15;33;4,45;4,95;5,6;5.198;291
205;2018-08-18;2;79,0;7:00;6;45;3,87;4,75;7,0;6.140;427
205;2018-08-18;1;79,0;7:00;8;60;5,02;5,05;3,8;11.350;427
205;2018-08-18;2;79,0;7:00;6;54;4,27;4,73;4,9;6.140;300
205;2018-08-18;1;76,0;5:30;5;82;4,27;4,55;4,2;11.613;483
206;2018-08-20;2;75,0;1:00;6;88;3,80;5,02;5,5;6.140;339
206;2018-08-20;1;81,0;4:30;8;60;4,60;4,99;3,8;11.350;427
206;2018-08-20;2;81,0;4:30;7;28;4,60;4,82;4,3;6.035;261
206;2018-08-20;1;81,0;4:30;8;70;4,60;4,80;4,3;11.350;490
206;2018-08-20;1;78,0;3:00;5;46;4,31;4,68;5,0;11.613;585
206;2018-08-20;1;78,0;3:00;5;35;4,45;4,80;4,8;11.613;557
207;2018-08-21;1;79,0;5:00;7;18;4,05;4,92;5,0;11.438;567
207;2018-08-21;2;79,0;5:00;6;21;3,90;4,80;6,0;6.140;368
207;2018-08-21;1;79,0;5:00;11;21;4,00;4,96;3,3;11.086;364
207;2018-08-21;2;83,0;3:30;8;24;4,07;5,02;4,6;5.930;270
207;2018-08-21;1;83,0;3:30;7;32;4,40;4,78;4,7;11.438;540
207;2018-08-21;1;83,0;3:30;6;62;4,40;4,89;2,6;11.526;304
208;2018-08-22;1;82,0;4:30;5;53;4,17;4,50;3,8;11.613;446
208;2018-08-22;2;79,0;1:00;10;41;4,23;4,98;4,1;5.721;233
208;2018-08-22;1;80,0;3:00;6;28;4,30;4,60;4,2;11.526;489
208;2018-08-22;2;82,0;4:30;6;34;4,23;4,53;4,6;6.140;280
208;2018-08-22;1;80,0;3:00;5;45;4,31;4,77;4,2;11.613;492
208;2018-08-23;2;82,0;2:00;20;95;4,25;4,80;5,4;4.675;254
208;2018-08-23;1;82,0;2:00;5;45;4,17;4,58;4,2;11.613;483
209;2018-08-23;1;82,0;1:00;6;37;4,25;4,74;7,8;11.526;904
209;2018-08-23;2;82,0;2:30;6;51;4,37;4,80;6,4;6.140;393
209;2018-08-23;1;81,6;2:30;5;70;4,35;4,89;6,9;11.613;799
209;2018-08-23;2;82,0;4:00;7;55;4,25;4,57;4,6;6.035;280
209;2018-08-23;1;82,0;3:00;9;24;4,21;4,68;4,5;11.262;505
210;2018-08-24;1;80,0;3:00;7;44;4,25;4,69;4,2;11.438;485
210;2018-08-24;2;80,0;3:00;10;28;4,25;4,75;5,2;5.721;298
210;2018-08-24;2;80,0;3:00;9;29;3,99;4,88;4,9;5.826;284
210;2018-08-24;1;80,0;3:00;7;19;3,98;4,68;3,8;11.438;430
210;2018-08-24;2;81,0;5:45;6;31;4,05;4,65;4,3;6.140;265
210;2018-08-24;1;80,0;5:45;8;64;4,04;4,45;5,5;11.350;624
210;2018-08-24;2;80,0;5:45;6;24;4,00;5,40;4,0;6.140;247
211;2018-08-25;2;80,0;3:00;8;27;4,50;5,20;4,2;5.930;247
211;2018-08-25;1;80,0;3:00;6;68;4,20;4,90;3,6;11.526;415
211;2018-08-25;2;78,0;1:00;6;43;4,40;5,14;4,4;6.140;270
211;2018-08-25;1;80,0;3:00;8;82;4,32;4,93;4,8;11.350;545
211;2018-08-25;2;80,0;5:00;8;51;4,38;4,74;6,0;5.930;356
212;2018-08-26;1;81,0;3:30;6;38;4,13;4,68;6,4;11.526;738
212;2018-08-26;2;79,0;1:00;5;54;4,20;4,71;5,4;6.244;335
212;2018-08-26;1;81,0;3:30;8;54;4,45;4,96;5,2;11.350;590
212;2018-08-26;2;80,0;4:30;5;34;4,35;4,90;4,6;6.244;285
212;2018-08-26;1;80,0;4:30;8;50;4,35;4,76;6,5;11.350;738
212;2018-08-26;2;80,0;4:30;10;39;4,35;4,85;6,1;5.721;349
213;2018-08-28;1;80,0;4:00;7;91;4,90;4,99;6,2;11.438;705
213;2018-08-28;2;80,0;4:00;6;44;4,13;5,02;3,7;6.140;226
213;2018-08-28;2;75,0;1:00;8;63;4,36;4,91;4,8;5.930;285
213;2018-08-28;1;82,0;5:00;7;100;4,23;4,96;4,2;11.438;476
213;2018-08-28;2;82,0;5:00;7;49;4,41;4,52;5,5;6.035;333
213;2018-08-28;2;82,0;5:00;8;56;4,41;4,70;4,9;5.930;289
213;2018-08-28;2;82,0;5:00;5;32;4,41;4,67;5,3;6.244;330
213;2018-08-28;2;82,0;5:00;6;38;4,40;4,60;4,8;6.140;295
214;2018-08-29;1;78,0;3:00;6;60;4,33;4,73;7,0;11.526;811
214;2018-08-29;2;80,0;3:00;7;37;4,21;4,51;4,2;6.035;256
214;2018-08-29;1;80,0;3:00;5;30;4,27;4,60;4,4;11.613;511
214;2018-08-29;2;80,0;3:00;12;54;4,27;4,72;3,2;5.512;176
214;2018-08-29;1;80,0;5:30;8;26;3,60;4,25;7,2;11.350;817
214;2018-08-29;2;80,0;5:30;7;36;3,69;4,65;4,8;6.035;290
215;2018-08-30;2;85,0;3:00;7;26;4,83;4,83;3,7;6.035;223
215;2018-08-30;2;85,0;3:00;7;56;4,59;4,59;5,7;6.035;344
215;2018-08-30;1;85,0;3:00;3;35;4,40;4,72;4,6;11.789;542
